,codeshared,status,type,airline.iataCode,airline.icaoCode,airline.name,arrival.actualRunway,arrival.actualTime,arrival.baggage,arrival.delay,arrival.estimatedRunway,arrival.estimatedTime,arrival.gate,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.terminal,departure.actualRunway,departure.actualTime,departure.baggage,departure.delay,departure.estimatedRunway,departure.estimatedTime,departure.gate,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.terminal,flight.iataNumber,flight.icaoNumber,flight.number,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.airline.name,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,codeshared.flight.number
48,,landed,arrival,AI,AIC,Air India,2025-09-23T11:31:00.000,2025-09-23T11:31:00.000,11,,2025-09-23T11:31:00.000,2025-09-23T11:28:00.000,,BOM,VABB,2025-09-23T12:00:00.000,2,2025-09-23T09:51:00.000,2025-09-23T09:51:00.000,,11,2025-09-23T09:51:00.000,2025-09-23T09:33:00.000,,VTZ,VOVZ,2025-09-23T09:40:00.000,,AI9853,AIC9853,9853,ix,axb,air india express,ix1027,axb1027,1027
49,,landed,arrival,IX,AXB,Air India Express,2025-09-23T11:31:00.000,2025-09-23T11:31:00.000,11,,2025-09-23T11:31:00.000,2025-09-23T11:28:00.000,,BOM,VABB,2025-09-23T12:00:00.000,2,2025-09-23T09:51:00.000,2025-09-23T09:51:00.000,,11,2025-09-23T09:51:00.000,2025-09-23T09:33:00.000,,VTZ,VOVZ,2025-09-23T09:40:00.000,,IX1027,AXB1027,1027,,,,,,
50,,landed,arrival,JL,JTL,Jet Linx Aviation,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,05,,2025-09-23T11:45:00.000,2025-09-23T11:41:00.000,,BOM,VABB,2025-09-23T12:00:00.000,1,2025-09-23T10:24:00.000,2025-09-23T10:24:00.000,,14,2025-09-23T10:24:00.000,2025-09-23T10:10:00.000,12,BLR,VOBL,2025-09-23T10:10:00.000,T1,JL9753,JTL9753,9753,6e,igo,indigo,6e5051,igo5051,5051
51,,landed,arrival,QF,QFA,Qantas,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,05,,2025-09-23T11:45:00.000,2025-09-23T11:41:00.000,,BOM,VABB,2025-09-23T12:00:00.000,1,2025-09-23T10:24:00.000,2025-09-23T10:24:00.000,,14,2025-09-23T10:24:00.000,2025-09-23T10:10:00.000,12,BLR,VOBL,2025-09-23T10:10:00.000,T1,QF5065,QFA5065,5065,6e,igo,indigo,6e5051,igo5051,5051
52,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,05,,2025-09-23T11:45:00.000,2025-09-23T11:41:00.000,,BOM,VABB,2025-09-23T12:00:00.000,1,2025-09-23T10:24:00.000,2025-09-23T10:24:00.000,,14,2025-09-23T10:24:00.000,2025-09-23T10:10:00.000,12,BLR,VOBL,2025-09-23T10:10:00.000,T1,VS8337,VIR8337,8337,6e,igo,indigo,6e5051,igo5051,5051
53,,landed,arrival,6E,IGO,IndiGo,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,05,,2025-09-23T11:45:00.000,2025-09-23T11:41:00.000,,BOM,VABB,2025-09-23T12:00:00.000,1,2025-09-23T10:24:00.000,2025-09-23T10:24:00.000,,14,2025-09-23T10:24:00.000,2025-09-23T10:10:00.000,12,BLR,VOBL,2025-09-23T10:10:00.000,T1,6E5051,IGO5051,5051,,,,,,
54,,unknown,arrival,VS,VIR,Virgin Atlantic,,,,,,,,BOM,VABB,2025-09-23T12:05:00.000,1,,,,,,2025-09-23T08:58:00.000,,CCU,VECC,2025-09-23T09:10:00.000,,VS8631,VIR8631,8631,6e,igo,indigo,6e5297,igo5297,5297
55,,unknown,arrival,6E,IGO,IndiGo,,,,,,,,BOM,VABB,2025-09-23T12:05:00.000,1,,,,,,2025-09-23T08:58:00.000,,CCU,VECC,2025-09-23T09:10:00.000,,6E5297,IGO5297,5297,,,,,,
56,,landed,arrival,AI,AIC,Air India,2025-09-23T11:27:00.000,2025-09-23T11:27:00.000,1,,2025-09-23T11:27:00.000,2025-09-23T11:28:00.000,,BOM,VABB,2025-09-23T12:10:00.000,2,2025-09-23T10:02:00.000,2025-09-23T10:02:00.000,,,2025-09-23T10:02:00.000,2025-09-23T09:48:00.000,2,JAI,VIJP,2025-09-23T10:05:00.000,2,AI9717,AIC9717,9717,ix,axb,air india express,ix1071,axb1071,1071
57,,landed,arrival,IX,AXB,Air India Express,2025-09-23T11:27:00.000,2025-09-23T11:27:00.000,1,,2025-09-23T11:27:00.000,2025-09-23T11:28:00.000,,BOM,VABB,2025-09-23T12:10:00.000,2,2025-09-23T10:02:00.000,2025-09-23T10:02:00.000,,,2025-09-23T10:02:00.000,2025-09-23T09:48:00.000,2,JAI,VIJP,2025-09-23T10:05:00.000,2,IX1071,AXB1071,1071,,,,,,
58,,landed,arrival,QP,AKJ,Akasa Air,2025-09-23T11:47:00.000,2025-09-23T11:47:00.000,03,,2025-09-23T11:47:00.000,2025-09-23T11:47:00.000,,BOM,VABB,2025-09-23T12:10:00.000,1,2025-09-23T09:59:00.000,2025-09-23T09:59:00.000,,5,2025-09-23T09:59:00.000,2025-09-23T09:55:00.000,,VNS,VEBN,2025-09-23T09:55:00.000,,QP1492,AKJ1492,1492,,,,,,
59,,landed,arrival,QP,AKJ,Akasa Air,2025-09-23T12:04:00.000,2025-09-23T12:04:00.000,02,,2025-09-23T12:04:00.000,2025-09-23T12:05:00.000,,BOM,VABB,2025-09-23T12:15:00.000,1,2025-09-23T10:22:00.000,2025-09-23T10:22:00.000,,22,2025-09-23T10:22:00.000,2025-09-23T10:00:00.000,D7,DEL,VIDP,2025-09-23T10:00:00.000,1,QP1411,AKJ1411,1411,,,,,,
60,,landed,arrival,BA,BAW,British Airways,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,01,,2025-09-23T11:45:00.000,2025-09-23T11:44:00.000,,BOM,VABB,2025-09-23T12:20:00.000,1,2025-09-23T10:10:00.000,2025-09-23T10:10:00.000,,5,2025-09-23T10:10:00.000,2025-09-23T10:05:00.000,,CJB,VOCB,2025-09-23T10:05:00.000,,BA7929,BAW7929,7929,6e,igo,indigo,6e5109,igo5109,5109
61,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,01,,2025-09-23T11:45:00.000,2025-09-23T11:44:00.000,,BOM,VABB,2025-09-23T12:20:00.000,1,2025-09-23T10:10:00.000,2025-09-23T10:10:00.000,,5,2025-09-23T10:10:00.000,2025-09-23T10:05:00.000,,CJB,VOCB,2025-09-23T10:05:00.000,,VS8649,VIR8649,8649,6e,igo,indigo,6e5109,igo5109,5109
62,,landed,arrival,6E,IGO,IndiGo,2025-09-23T11:45:00.000,2025-09-23T11:45:00.000,01,,2025-09-23T11:45:00.000,2025-09-23T11:44:00.000,,BOM,VABB,2025-09-23T12:20:00.000,1,2025-09-23T10:10:00.000,2025-09-23T10:10:00.000,,5,2025-09-23T10:10:00.000,2025-09-23T10:05:00.000,,CJB,VOCB,2025-09-23T10:05:00.000,,6E5109,IGO5109,5109,,,,,,
63,,landed,arrival,JL,JTL,Jet Linx Aviation,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,2,,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,,BOM,VABB,2025-09-23T12:20:00.000,2,2025-09-23T10:17:00.000,2025-09-23T10:17:00.000,,17,2025-09-23T10:17:00.000,2025-09-23T10:00:00.000,D18,DEL,VIDP,2025-09-23T10:00:00.000,1,JL9259,JTL9259,9259,6e,igo,indigo,6e6328,igo6328,6328
64,,landed,arrival,QF,QFA,Qantas,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,2,,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,,BOM,VABB,2025-09-23T12:20:00.000,2,2025-09-23T10:17:00.000,2025-09-23T10:17:00.000,,17,2025-09-23T10:17:00.000,2025-09-23T10:00:00.000,D18,DEL,VIDP,2025-09-23T10:00:00.000,1,QF5287,QFA5287,5287,6e,igo,indigo,6e6328,igo6328,6328
65,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,2,,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,,BOM,VABB,2025-09-23T12:20:00.000,2,2025-09-23T10:17:00.000,2025-09-23T10:17:00.000,,17,2025-09-23T10:17:00.000,2025-09-23T10:00:00.000,D18,DEL,VIDP,2025-09-23T10:00:00.000,1,VS8742,VIR8742,8742,6e,igo,indigo,6e6328,igo6328,6328
66,,landed,arrival,6E,IGO,IndiGo,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,2,,2025-09-23T11:52:00.000,2025-09-23T11:52:00.000,,BOM,VABB,2025-09-23T12:20:00.000,2,2025-09-23T10:17:00.000,2025-09-23T10:17:00.000,,17,2025-09-23T10:17:00.000,2025-09-23T10:00:00.000,D18,DEL,VIDP,2025-09-23T10:00:00.000,1,6E6328,IGO6328,6328,,,,,,
67,,landed,arrival,BA,BAW,British Airways,2025-09-23T12:04:00.000,2025-09-23T12:04:00.000,11,,2025-09-23T12:04:00.000,2025-09-23T12:02:00.000,,BOM,VABB,2025-09-23T12:25:00.000,2,2025-09-23T11:09:00.000,2025-09-23T11:09:00.000,,14,2025-09-23T11:09:00.000,2025-09-23T10:55:00.000,T1G2,AMD,VAAH,2025-09-23T10:55:00.000,1,BA7985,BAW7985,7985,6e,igo,indigo,6e6267,igo6267,6267
68,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:04:00.000,2025-09-23T12:04:00.000,11,,2025-09-23T12:04:00.000,2025-09-23T12:02:00.000,,BOM,VABB,2025-09-23T12:25:00.000,2,2025-09-23T11:09:00.000,2025-09-23T11:09:00.000,,14,2025-09-23T11:09:00.000,2025-09-23T10:55:00.000,T1G2,AMD,VAAH,2025-09-23T10:55:00.000,1,VS8277,VIR8277,8277,6e,igo,indigo,6e6267,igo6267,6267
69,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:04:00.000,2025-09-23T12:04:00.000,11,,2025-09-23T12:04:00.000,2025-09-23T12:02:00.000,,BOM,VABB,2025-09-23T12:25:00.000,2,2025-09-23T11:09:00.000,2025-09-23T11:09:00.000,,14,2025-09-23T11:09:00.000,2025-09-23T10:55:00.000,T1G2,AMD,VAAH,2025-09-23T10:55:00.000,1,6E6267,IGO6267,6267,,,,,,
70,,landed,arrival,LH,DLH,Lufthansa,2025-09-23T12:13:00.000,2025-09-23T12:13:00.000,1,,2025-09-23T12:13:00.000,2025-09-23T12:14:00.000,,BOM,VABB,2025-09-23T12:30:00.000,2,2025-09-23T10:41:00.000,2025-09-23T10:41:00.000,,32,2025-09-23T10:41:00.000,2025-09-23T10:10:00.000,5,COK,VOCI,2025-09-23T10:10:00.000,1,LH5269,DLH5269,5269,ai,aic,air india,ai2640,aic2640,2640
71,,landed,arrival,LX,SWR,SWISS,2025-09-23T12:13:00.000,2025-09-23T12:13:00.000,1,,2025-09-23T12:13:00.000,2025-09-23T12:14:00.000,,BOM,VABB,2025-09-23T12:30:00.000,2,2025-09-23T10:41:00.000,2025-09-23T10:41:00.000,,32,2025-09-23T10:41:00.000,2025-09-23T10:10:00.000,5,COK,VOCI,2025-09-23T10:10:00.000,1,LX9893,SWR9893,9893,ai,aic,air india,ai2640,aic2640,2640
72,,landed,arrival,AI,AIC,Air India,2025-09-23T12:13:00.000,2025-09-23T12:13:00.000,1,,2025-09-23T12:13:00.000,2025-09-23T12:14:00.000,,BOM,VABB,2025-09-23T12:30:00.000,2,2025-09-23T10:41:00.000,2025-09-23T10:41:00.000,,32,2025-09-23T10:41:00.000,2025-09-23T10:10:00.000,5,COK,VOCI,2025-09-23T10:10:00.000,1,AI2640,AIC2640,2640,,,,,,
73,,landed,arrival,AI,AIC,Air India,2025-09-23T11:59:00.000,2025-09-23T11:59:00.000,2,,2025-09-23T11:59:00.000,2025-09-23T11:59:00.000,,BOM,VABB,2025-09-23T12:35:00.000,2,2025-09-23T10:42:00.000,2025-09-23T10:42:00.000,,13,2025-09-23T10:42:00.000,2025-09-23T10:30:00.000,D9,BLR,VOBL,2025-09-23T10:30:00.000,T2,AI2852,AIC2852,2852,,,,,,
74,,landed,arrival,SQ,SIA,Singapore Airlines,2025-09-23T12:08:00.000,2025-09-23T12:08:00.000,13,,2025-09-23T12:08:00.000,2025-09-23T12:06:00.000,,BOM,VABB,2025-09-23T12:35:00.000,2,2025-09-23T10:33:00.000,2025-09-23T10:33:00.000,,18,2025-09-23T10:33:00.000,2025-09-23T10:08:00.000,39A,DEL,VIDP,2025-09-23T10:15:00.000,3,SQ4865,SIA4865,4865,ai,aic,air india,ai2995,aic2995,2995
75,,landed,arrival,AI,AIC,Air India,2025-09-23T12:08:00.000,2025-09-23T12:08:00.000,13,,2025-09-23T12:08:00.000,2025-09-23T12:06:00.000,,BOM,VABB,2025-09-23T12:35:00.000,2,2025-09-23T10:33:00.000,2025-09-23T10:33:00.000,,18,2025-09-23T10:33:00.000,2025-09-23T10:08:00.000,39A,DEL,VIDP,2025-09-23T10:15:00.000,3,AI2995,AIC2995,2995,,,,,,
76,,landed,arrival,EY,ETD,Etihad Airways,2025-09-23T12:22:00.000,2025-09-23T12:22:00.000,10,,2025-09-23T12:22:00.000,2025-09-23T12:20:00.000,,BOM,VABB,2025-09-23T12:40:00.000,2,2025-09-23T08:05:00.000,2025-09-23T08:05:00.000,,16,2025-09-23T08:05:00.000,2025-09-23T08:00:00.000,5,AUH,OMAA,2025-09-23T07:50:00.000,A,EY202,ETD202,202,,,,,,
77,,landed,arrival,SG,SEJ,SpiceJet,2025-09-23T12:23:00.000,2025-09-23T12:23:00.000,04,,2025-09-23T12:23:00.000,2025-09-23T12:20:00.000,,BOM,VABB,2025-09-23T12:40:00.000,1,2025-09-23T10:13:00.000,2025-09-23T10:13:00.000,,23,2025-09-23T10:13:00.000,2025-09-23T10:05:00.000,02,DBR,VEDH,2025-09-23T09:50:00.000,,SG116,SEJ116,116,,,,,,
78,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:20:00.000,2025-09-23T12:20:00.000,14,,2025-09-23T12:20:00.000,2025-09-23T12:20:00.000,,BOM,VABB,2025-09-23T12:40:00.000,2,2025-09-23T10:41:00.000,2025-09-23T10:41:00.000,,17,2025-09-23T10:41:00.000,2025-09-23T10:25:00.000,,VNS,VEBN,2025-09-23T10:25:00.000,,VS9566,VIR9566,9566,6e,igo,indigo,6e6544,igo6544,6544
79,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:20:00.000,2025-09-23T12:20:00.000,14,,2025-09-23T12:20:00.000,2025-09-23T12:20:00.000,,BOM,VABB,2025-09-23T12:40:00.000,2,2025-09-23T10:41:00.000,2025-09-23T10:41:00.000,,17,2025-09-23T10:41:00.000,2025-09-23T10:25:00.000,,VNS,VEBN,2025-09-23T10:25:00.000,,6E6544,IGO6544,6544,,,,,,
80,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:29:00.000,2025-09-23T12:29:00.000,12,,2025-09-23T12:29:00.000,2025-09-23T12:28:00.000,,BOM,VABB,2025-09-23T12:45:00.000,2,2025-09-23T11:15:00.000,2025-09-23T11:15:00.000,,5,2025-09-23T11:15:00.000,2025-09-23T11:10:00.000,TG2,IXE,VOML,2025-09-23T11:10:00.000,,VS9234,VIR9234,9234,6e,igo,indigo,6e832,igo832,832
81,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:29:00.000,2025-09-23T12:29:00.000,12,,2025-09-23T12:29:00.000,2025-09-23T12:28:00.000,,BOM,VABB,2025-09-23T12:45:00.000,2,2025-09-23T11:15:00.000,2025-09-23T11:15:00.000,,5,2025-09-23T11:15:00.000,2025-09-23T11:10:00.000,TG2,IXE,VOML,2025-09-23T11:10:00.000,,6E832,IGO832,832,,,,,,
82,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:29:00.000,2025-09-23T12:29:00.000,11,,2025-09-23T12:29:00.000,2025-09-23T12:29:00.000,,BOM,VABB,2025-09-23T12:45:00.000,2,2025-09-23T11:03:00.000,2025-09-23T11:03:00.000,,14,2025-09-23T11:03:00.000,2025-09-23T10:50:00.000,,CCJ,VOCL,2025-09-23T10:50:00.000,,6E6932,IGO6932,6932,,,,,,
83,,landed,arrival,QP,AKJ,Akasa Air,2025-09-23T12:56:00.000,2025-09-23T12:56:00.000,04,7,2025-09-23T12:56:00.000,2025-09-23T12:56:00.000,,BOM,VABB,2025-09-23T12:50:00.000,1,2025-09-23T09:59:00.000,2025-09-23T09:59:00.000,,5,2025-09-23T09:59:00.000,2025-09-23T09:55:00.000,G6,GAU,VEGT,2025-09-23T09:55:00.000,1,QP1507,AKJ1507,1507,,,,,,
84,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:40:00.000,2025-09-23T12:40:00.000,14,,2025-09-23T12:40:00.000,2025-09-23T12:42:00.000,,BOM,VABB,2025-09-23T12:50:00.000,2,2025-09-23T11:06:00.000,2025-09-23T11:06:00.000,,,2025-09-23T11:06:00.000,2025-09-23T11:10:00.000,,TIR,VOTP,2025-09-23T11:10:00.000,,6E533,IGO533,533,,,,,,
85,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:35:00.000,2025-09-23T12:35:00.000,01,,2025-09-23T12:35:00.000,2025-09-23T12:32:00.000,,BOM,VABB,2025-09-23T12:50:00.000,1,2025-09-23T11:01:00.000,2025-09-23T11:01:00.000,,2,2025-09-23T11:01:00.000,2025-09-23T11:00:00.000,,MAA,VOMM,2025-09-23T11:00:00.000,1,VS9463,VIR9463,9463,6e,igo,indigo,6e5214,igo5214,5214
86,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:35:00.000,2025-09-23T12:35:00.000,01,,2025-09-23T12:35:00.000,2025-09-23T12:32:00.000,,BOM,VABB,2025-09-23T12:50:00.000,1,2025-09-23T11:01:00.000,2025-09-23T11:01:00.000,,2,2025-09-23T11:01:00.000,2025-09-23T11:00:00.000,,MAA,VOMM,2025-09-23T11:00:00.000,1,6E5214,IGO5214,5214,,,,,,
87,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:43:00.000,2025-09-23T12:43:00.000,05,,2025-09-23T12:43:00.000,2025-09-23T12:44:00.000,,BOM,VABB,2025-09-23T12:55:00.000,1,2025-09-23T11:41:00.000,2025-09-23T11:41:00.000,,11,2025-09-23T11:41:00.000,2025-09-23T11:30:00.000,,NAG,VANP,2025-09-23T11:30:00.000,,VS9545,VIR9545,9545,6e,igo,indigo,6e5129,igo5129,5129
88,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:43:00.000,2025-09-23T12:43:00.000,05,,2025-09-23T12:43:00.000,2025-09-23T12:44:00.000,,BOM,VABB,2025-09-23T12:55:00.000,1,2025-09-23T11:41:00.000,2025-09-23T11:41:00.000,,11,2025-09-23T11:41:00.000,2025-09-23T11:30:00.000,,NAG,VANP,2025-09-23T11:30:00.000,,6E5129,IGO5129,5129,,,,,,
89,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:38:00.000,2025-09-23T12:38:00.000,,,2025-09-23T12:38:00.000,2025-09-23T12:33:00.000,,BOM,VABB,2025-09-23T13:05:00.000,2,2025-09-23T09:46:00.000,2025-09-23T09:46:00.000,,7,2025-09-23T09:46:00.000,2025-09-23T09:26:00.000,G9,GAU,VEGT,2025-09-23T09:40:00.000,,VS8806,VIR8806,8806,6e,igo,indigo,6e282,igo282,282
90,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:38:00.000,2025-09-23T12:38:00.000,,,2025-09-23T12:38:00.000,2025-09-23T12:33:00.000,,BOM,VABB,2025-09-23T13:05:00.000,2,2025-09-23T09:46:00.000,2025-09-23T09:46:00.000,,7,2025-09-23T09:46:00.000,2025-09-23T09:26:00.000,G9,GAU,VEGT,2025-09-23T09:40:00.000,,6E282,IGO282,282,,,,,,
91,,unknown,arrival,9I,LLR,Alliance Air,,,,,,,,BOM,VABB,2025-09-23T13:10:00.000,1,,,,,,,,DIU,VA1P,2025-09-23T12:10:00.000,,9I624,LLR624,624,,,,,,
92,,landed,arrival,AI,AIC,Air India,2025-09-23T12:38:00.000,2025-09-23T12:38:00.000,14,,2025-09-23T12:38:00.000,2025-09-23T12:35:00.000,,BOM,VABB,2025-09-23T13:15:00.000,2,2025-09-23T10:25:00.000,2025-09-23T10:25:00.000,,15,2025-09-23T10:25:00.000,2025-09-23T10:11:00.000,21,CCU,VECC,2025-09-23T10:10:00.000,,AI2772,AIC2772,2772,,,,,,
93,,landed,arrival,JL,JTL,Jet Linx Aviation,2025-09-23T12:46:00.000,2025-09-23T12:46:00.000,02,,2025-09-23T12:46:00.000,2025-09-23T12:47:00.000,,BOM,VABB,2025-09-23T13:15:00.000,1,2025-09-23T11:23:00.000,2025-09-23T11:23:00.000,,,2025-09-23T11:23:00.000,2025-09-23T11:25:00.000,28,BLR,VOBL,2025-09-23T11:25:00.000,1,JL9755,JTL9755,9755,6e,igo,indigo,6e5011,igo5011,5011
94,,landed,arrival,QF,QFA,Qantas,2025-09-23T12:46:00.000,2025-09-23T12:46:00.000,02,,2025-09-23T12:46:00.000,2025-09-23T12:47:00.000,,BOM,VABB,2025-09-23T13:15:00.000,1,2025-09-23T11:23:00.000,2025-09-23T11:23:00.000,,,2025-09-23T11:23:00.000,2025-09-23T11:25:00.000,28,BLR,VOBL,2025-09-23T11:25:00.000,1,QF5057,QFA5057,5057,6e,igo,indigo,6e5011,igo5011,5011
95,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:46:00.000,2025-09-23T12:46:00.000,02,,2025-09-23T12:46:00.000,2025-09-23T12:47:00.000,,BOM,VABB,2025-09-23T13:15:00.000,1,2025-09-23T11:23:00.000,2025-09-23T11:23:00.000,,,2025-09-23T11:23:00.000,2025-09-23T11:25:00.000,28,BLR,VOBL,2025-09-23T11:25:00.000,1,VS8336,VIR8336,8336,6e,igo,indigo,6e5011,igo5011,5011
96,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:46:00.000,2025-09-23T12:46:00.000,02,,2025-09-23T12:46:00.000,2025-09-23T12:47:00.000,,BOM,VABB,2025-09-23T13:15:00.000,1,2025-09-23T11:23:00.000,2025-09-23T11:23:00.000,,,2025-09-23T11:23:00.000,2025-09-23T11:25:00.000,28,BLR,VOBL,2025-09-23T11:25:00.000,1,6E5011,IGO5011,5011,,,,,,
97,,landed,arrival,AI,AIC,Air India,2025-09-23T12:48:00.000,2025-09-23T12:48:00.000,11,,2025-09-23T12:48:00.000,2025-09-23T12:46:00.000,,BOM,VABB,2025-09-23T13:20:00.000,2,2025-09-23T11:02:00.000,2025-09-23T11:02:00.000,,8,2025-09-23T11:02:00.000,2025-09-23T10:48:00.000,37A,DEL,VIDP,2025-09-23T10:55:00.000,3,AI2425,AIC2425,2425,,,,,,
98,,landed,arrival,JL,JTL,Jet Linx Aviation,2025-09-23T12:51:00.000,2025-09-23T12:51:00.000,2,,2025-09-23T12:51:00.000,2025-09-23T12:52:00.000,,BOM,VABB,2025-09-23T13:20:00.000,2,2025-09-23T11:08:00.000,2025-09-23T11:08:00.000,,8,2025-09-23T11:08:00.000,2025-09-23T10:50:00.000,D40,DEL,VIDP,2025-09-23T11:00:00.000,1,JL9261,JTL9261,9261,6e,igo,indigo,6e6047,igo6047,6047
99,,landed,arrival,QF,QFA,Qantas,2025-09-23T12:51:00.000,2025-09-23T12:51:00.000,2,,2025-09-23T12:51:00.000,2025-09-23T12:52:00.000,,BOM,VABB,2025-09-23T13:20:00.000,2,2025-09-23T11:08:00.000,2025-09-23T11:08:00.000,,8,2025-09-23T11:08:00.000,2025-09-23T10:50:00.000,D40,DEL,VIDP,2025-09-23T11:00:00.000,1,QF5291,QFA5291,5291,6e,igo,indigo,6e6047,igo6047,6047
100,,landed,arrival,VS,VIR,Virgin Atlantic,2025-09-23T12:51:00.000,2025-09-23T12:51:00.000,2,,2025-09-23T12:51:00.000,2025-09-23T12:52:00.000,,BOM,VABB,2025-09-23T13:20:00.000,2,2025-09-23T11:08:00.000,2025-09-23T11:08:00.000,,8,2025-09-23T11:08:00.000,2025-09-23T10:50:00.000,D40,DEL,VIDP,2025-09-23T11:00:00.000,1,VS8737,VIR8737,8737,6e,igo,indigo,6e6047,igo6047,6047
101,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:51:00.000,2025-09-23T12:51:00.000,2,,2025-09-23T12:51:00.000,2025-09-23T12:52:00.000,,BOM,VABB,2025-09-23T13:20:00.000,2,2025-09-23T11:08:00.000,2025-09-23T11:08:00.000,,8,2025-09-23T11:08:00.000,2025-09-23T10:50:00.000,D40,DEL,VIDP,2025-09-23T11:00:00.000,1,6E6047,IGO6047,6047,,,,,,
102,,landed,arrival,6E,IGO,IndiGo,2025-09-23T12:54:00.000,2025-09-23T12:54:00.000,7,,2025-09-23T12:54:00.000,2025-09-23T12:54:00.000,,BOM,VABB,2025-09-23T13:25:00.000,2,2025-09-23T05:28:00.000,2025-09-23T05:28:00.000,,,2025-09-23T05:28:00.000,,,JED,OEJN,2025-09-23T05:30:00.000,N,6E92,IGO92,92,,,,,,
103,,landed,arrival,AI,AIC,Air India,2025-09-23T13:29:00.000,2025-09-23T13:29:00.000,11,,2025-09-23T13:29:00.000,2025-09-23T13:30:00.000,,BOM,VABB,2025-09-23T13:30:00.000,2,2025-09-23T12:23:00.000,2025-09-23T12:23:00.000,,29,2025-09-23T12:23:00.000,2025-09-23T11:55:00.000,03,UDR,VAUD,2025-09-23T11:55:00.000,,AI2580,AIC2580,2580,,,,,,
104,,landed,arrival,AI,AIC,Air India,2025-09-23T13:21:00.000,2025-09-23T13:21:00.000,14,,2025-09-23T13:21:00.000,2025-09-23T13:20:00.000,,BOM,VABB,2025-09-23T13:40:00.000,2,2025-09-23T12:08:00.000,2025-09-23T12:08:00.000,,24,2025-09-23T12:08:00.000,2025-09-23T11:39:00.000,01,JDH,VIJO,2025-09-23T11:45:00.000,,AI646,AIC646,646,,,,,,
105,,landed,arrival,SG,SEJ,SpiceJet,2025-09-23T13:31:00.000,2025-09-23T13:31:00.000,05,,2025-09-23T13:31:00.000,2025-09-23T13:29:00.000,,BOM,VABB,2025-09-23T13:40:00.000,1,2025-09-23T11:40:00.000,2025-09-23T11:40:00.000,,11,2025-09-23T11:40:00.000,2025-09-23T11:30:00.000,3,GOP,VEGK,2025-09-23T11:30:00.000,,SG197,SEJ197,197,,,,,,
106,,landed,arrival,OV,OMS,SalamAir,2025-09-23T13:24:00.000,2025-09-23T13:24:00.000,7,,2025-09-23T13:24:00.000,2025-09-23T13:25:00.000,,BOM,VABB,2025-09-23T13:40:00.000,2,2025-09-23T09:39:00.000,2025-09-23T09:39:00.000,,20,2025-09-23T09:39:00.000,2025-09-23T09:20:00.000,B9,MCT,OOMS,2025-09-23T09:20:00.000,,OV8019,OMS8019,8019,wy,oma,oman air,wy203,oma203,203
107,,landed,arrival,WY,OMA,Oman Air,2025-09-23T13:24:00.000,2025-09-23T13:24:00.000,7,,2025-09-23T13:24:00.000,2025-09-23T13:25:00.000,,BOM,VABB,2025-09-23T13:40:00.000,2,2025-09-23T09:39:00.000,2025-09-23T09:39:00.000,,20,2025-09-23T09:39:00.000,2025-09-23T09:20:00.000,B9,MCT,OOMS,2025-09-23T09:20:00.000,,WY203,OMA203,203,,,,,,
