status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber,orig_country,dest_country
active,departure,AI,Air India,,,,CCU,2025-09-23 21:35:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,AI2411,India,India
active,departure,AI,Air India,,,,AMD,2025-09-23 20:05:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,AI2493,India,India
active,departure,TK,Turkish Airlines,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,TK4698,India,India
active,departure,VS,Virgin Atlantic,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,VS8482,India,India
active,departure,6E,IndiGo,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,6E272,India,India
active,departure,VS,Virgin Atlantic,,,,PAT,2025-09-23 21:15:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:45:00,VS8601,India,India
active,departure,6E,IndiGo,,,,PAT,2025-09-23 21:15:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:45:00,6E5123,India,India
active,departure,AI,Air India,,,,BLR,2025-09-23 20:35:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,AI2641,India,India
active,departure,QP,Akasa Air,,,,RUH,2025-09-23 20:40:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,QP567,India,Saudi Arabia
active,departure,6E,IndiGo,,,,ALA,2025-09-24 00:25:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,6E1817,India,Kazakhstan
active,departure,QP,Akasa Air,,,,CCU,2025-09-23 22:00:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,QP1140,India,India
active,departure,VS,Virgin Atlantic,,,,LKO,2025-09-23 21:05:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,VS8583,India,India
active,departure,6E,IndiGo,,,,LKO,2025-09-23 21:05:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,6E544,India,India
active,departure,AF,Air France,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,AF3353,India,India
active,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,JL9274,India,India
active,departure,QF,Qantas,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,QF5296,India,India
active,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,VS8539,India,India
active,departure,6E,IndiGo,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,6E6613,India,India
active,departure,AI,Air India,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 19:00:00,BOM,2025-09-23 19:00:00,AI2426,India,India
active,departure,QP,Akasa Air,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 19:00:00,BOM,2025-09-23 19:00:00,QP1120,India,India
active,departure,AI,Air India,,,,CJB,2025-09-23 20:55:00,,,2025-09-23 19:05:00,BOM,2025-09-23 19:05:00,AI2732,India,India
scheduled,departure,6E,IndiGo,,,,AUH,2025-09-23 21:05:00,,10.0,2025-09-23 19:25:00,BOM,2025-09-23 19:15:00,6E1401,India,United Arab Emirates
scheduled,departure,BA,British Airways,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,BA7934,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,VS8486,India,India
scheduled,departure,6E,IndiGo,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,6E618,India,India
scheduled,departure,6E,IndiGo,,,,IXU,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,6E5027,India,India
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,AI2408,India,India
scheduled,departure,VS,Virgin Atlantic,,,,VNS,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,VS8610,India,India
scheduled,departure,6E,IndiGo,,,,VNS,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,6E5028,India,India
scheduled,departure,EK,Emirates,,,,DXB,2025-09-23 21:05:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:30:00,EK503,India,United Arab Emirates
scheduled,departure,VS,Virgin Atlantic,,,,COK,2025-09-23 21:25:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:30:00,VS8518,India,India
scheduled,departure,6E,IndiGo,,,,COK,2025-09-23 21:25:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:30:00,6E635,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,JL8460,India,India
scheduled,departure,QF,Qantas,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,QF5054,India,India
scheduled,departure,TK,Turkish Airlines,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,TK4722,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,VS8492,India,India
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,6E5032,India,India
scheduled,departure,VS,Virgin Atlantic,,,,RPR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,VS8604,India,India
scheduled,departure,6E,IndiGo,,,,RPR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,6E5148,India,India
scheduled,departure,AI,Air India,,,,NRT,2025-09-24 07:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:40:00,AI8002,India,Japan
scheduled,departure,NH,ANA,,,,NRT,2025-09-24 07:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:40:00,NH830,India,Japan
scheduled,departure,VS,Virgin Atlantic,,,,AMD,2025-09-23 21:05:00,,,2025-09-23 19:35:00,BOM,2025-09-23 19:40:00,VS8479,India,India
scheduled,departure,6E,IndiGo,,,,AMD,2025-09-23 21:05:00,,,2025-09-23 19:35:00,BOM,2025-09-23 19:40:00,6E6094,India,India
scheduled,departure,AI,Air India,,,,COK,2025-09-23 21:45:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,AI693,India,India
scheduled,departure,VS,Virgin Atlantic,,,,MAA,2025-09-23 21:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:45:00,VS8588,India,India
scheduled,departure,6E,IndiGo,,,,MAA,2025-09-23 21:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:45:00,6E5105,India,India
scheduled,departure,VS,Virgin Atlantic,,,,HYD,2025-09-23 21:25:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,VS8560,India,India
scheduled,departure,6E,IndiGo,,,,HYD,2025-09-23 21:25:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,6E5326,India,India
scheduled,departure,QP,Akasa Air,,,,JED,2025-09-23 22:25:00,,,2025-09-23 19:50:00,BOM,2025-09-23 19:50:00,QP559,India,Saudi Arabia
scheduled,departure,AI,Air India,,,,NAG,2025-09-23 21:30:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2583,India,India
scheduled,departure,AI,Air India,,,,BLR,2025-09-23 22:05:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2865,India,India
scheduled,departure,AI,Air India,,,,HYD,2025-09-23 21:40:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2875,India,India
scheduled,departure,QP,Akasa Air,,,,JED,2025-09-23 22:30:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,QP561,India,Saudi Arabia
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,AI2940,India,India
scheduled,departure,VS,Virgin Atlantic,,,,IXC,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,VS8571,India,India
scheduled,departure,6E,IndiGo,,,,IXC,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,6E5233,India,India
scheduled,departure,BA,British Airways,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,BA8778,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,JL9002,India,India
scheduled,departure,QF,Qantas,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,QF5290,India,India
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,VS8537,India,India
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,6E6049,India,India
scheduled,departure,AI,Air India,,,,DOH,2025-09-23 21:15:00,,,,BOM,2025-09-23 20:05:00,AI2289,India,Qatar
scheduled,departure,SG,SpiceJet,,,,CCU,2025-09-23 23:00:00,,,2025-09-23 19:55:00,BOM,2025-09-23 20:10:00,SG719,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BBI,2025-09-23 22:40:00,,,,BOM,2025-09-23 20:15:00,VS8484,India,India
scheduled,departure,6E,IndiGo,,,,BBI,2025-09-23 22:40:00,,,,BOM,2025-09-23 20:15:00,6E416,India,India
scheduled,departure,VS,Virgin Atlantic,,,,CCU,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:15:00,VS8513,India,India
scheduled,departure,6E,IndiGo,,,,CCU,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:15:00,6E6287,India,India
scheduled,departure,VS,Virgin Atlantic,,,,NAG,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:20:00,VS8234,India,India
scheduled,departure,6E,IndiGo,,,,NAG,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:20:00,6E5147,India,India
scheduled,departure,AI,Air India,,,,DXB,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:25:00,AI983,India,United Arab Emirates
scheduled,departure,QP,Akasa Air,,,,KWI,2025-09-23 22:00:00,,,2025-09-23 20:25:00,BOM,2025-09-23 20:25:00,QP571,India,Kuwait
scheduled,departure,AI,Air India,,,,AMD,2025-09-23 21:40:00,,,,BOM,2025-09-23 20:30:00,AI2585,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BHO,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:30:00,VS8489,India,India
scheduled,departure,6E,IndiGo,,,,BHO,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:30:00,6E397,India,India
scheduled,departure,VS,Virgin Atlantic,,,,GAU,2025-09-23 23:40:00,,,,BOM,2025-09-23 20:30:00,VS8542,India,India
scheduled,departure,6E,IndiGo,,,,GAU,2025-09-23 23:40:00,,,,BOM,2025-09-23 20:30:00,6E843,India,India
scheduled,departure,AI,Air India,,,,DMM,2025-09-23 22:25:00,,,,BOM,2025-09-23 20:40:00,AI935,India,Saudi Arabia
scheduled,departure,AI,Air India,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,AI6224,India,Sri Lanka
scheduled,departure,HM,Air Seychelles,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,HM6247,India,Sri Lanka
scheduled,departure,UL,SriLankan Airlines,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,UL144,India,Sri Lanka
scheduled,departure,AF,Air France,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,AF6462,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,JL9772,India,India
scheduled,departure,KL,KLM,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,KL4759,India,India
scheduled,departure,QF,Qantas,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,QF5078,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,VS8498,India,India
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,6E5252,India,India
scheduled,departure,AI,Air India,,,,GOI,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:45:00,AI2505,India,India
scheduled,departure,LX,SWISS,,,,DEL,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:50:00,LX9855,India,India
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:50:00,AI2988,India,India
scheduled,departure,VS,Virgin Atlantic,,,,IDR,2025-09-23 22:10:00,,,2025-09-23 20:40:00,BOM,2025-09-23 20:50:00,VS8563,India,India
scheduled,departure,6E,IndiGo,,,,IDR,2025-09-23 22:10:00,,,2025-09-23 20:40:00,BOM,2025-09-23 20:50:00,6E5136,India,India
scheduled,departure,VS,Virgin Atlantic,,,,JAI,2025-09-23 22:45:00,,,2025-09-23 20:55:00,BOM,2025-09-23 21:00:00,VS8579,India,India
scheduled,departure,6E,IndiGo,,,,JAI,2025-09-23 22:45:00,,,2025-09-23 20:55:00,BOM,2025-09-23 21:00:00,6E287,India,India
scheduled,departure,LH,Lufthansa,,,,MAA,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:00:00,LH5523,India,India
scheduled,departure,AI,Air India,,,,MAA,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:00:00,AI2827,India,India
scheduled,departure,AI,Air India,,,,JAI,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:10:00,AI2565,India,India
scheduled,departure,QP,Akasa Air,,,,AMD,2025-09-23 22:40:00,,,2025-09-23 21:10:00,BOM,2025-09-23 21:10:00,QP1528,India,India
scheduled,departure,VS,Virgin Atlantic,,,,GOI,2025-09-23 22:25:00,,,2025-09-23 21:05:00,BOM,2025-09-23 21:10:00,VS8244,India,India
scheduled,departure,6E,IndiGo,,,,GOI,2025-09-23 22:25:00,,,2025-09-23 21:05:00,BOM,2025-09-23 21:10:00,6E5137,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,JL9278,India,India
scheduled,departure,QF,Qantas,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,QF5266,India,India
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,VS8521,India,India
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,6E102,India,India
scheduled,departure,AI,Air India,,,,AUH,2025-09-23 23:15:00,,,,BOM,2025-09-23 21:30:00,AI945,India,United Arab Emirates
scheduled,departure,LH,Lufthansa,,,,BLR,2025-09-23 23:35:00,,,,BOM,2025-09-23 21:30:00,LH5266,India,India
scheduled,departure,AI,Air India,,,,BLR,2025-09-23 23:35:00,,,,BOM,2025-09-23 21:30:00,AI2401,India,India
scheduled,departure,AI,Air India,,,,MCT,2025-09-23 22:40:00,,,,BOM,2025-09-23 21:35:00,AI9141,India,Oman
scheduled,departure,IX,Air India Express,,,,MCT,2025-09-23 22:40:00,,,,BOM,2025-09-23 21:35:00,IX235,India,Oman
scheduled,departure,VS,Virgin Atlantic,,,,HYD,2025-09-23 23:20:00,,,,BOM,2025-09-23 21:40:00,VS8555,India,India
scheduled,departure,6E,IndiGo,,,,HYD,2025-09-23 23:20:00,,,,BOM,2025-09-23 21:40:00,6E6274,India,India
scheduled,departure,AI,Air India,,,,LKO,2025-09-23 23:55:00,,,,BOM,2025-09-23 21:40:00,AI9753,India,India
scheduled,departure,IX,Air India Express,,,,LKO,2025-09-23 23:55:00,,,,BOM,2025-09-23 21:40:00,IX1219,India,India
scheduled,departure,6E,IndiGo,,,,MCT,2025-09-23 22:55:00,,5.0,2025-09-23 21:45:00,BOM,2025-09-23 21:40:00,6E1267,India,Oman
scheduled,departure,GF,Gulf Air,,,,BAH,2025-09-23 23:00:00,,,2025-09-23 21:45:00,BOM,2025-09-23 21:45:00,GF65,India,Bahrain
scheduled,departure,6E,IndiGo,,,,BAH,2025-09-23 22:45:00,,,,BOM,2025-09-23 21:45:00,6E1201,India,Bahrain
scheduled,departure,VS,Virgin Atlantic,,,,AMD,2025-09-23 23:05:00,,,,BOM,2025-09-23 21:45:00,VS8481,India,India
scheduled,departure,6E,IndiGo,,,,AMD,2025-09-23 23:05:00,,,,BOM,2025-09-23 21:45:00,6E5283,India,India
scheduled,departure,AI,Air India,,,,CCU,2025-09-24 00:50:00,,,,BOM,2025-09-23 21:50:00,AI675,India,India
scheduled,departure,QR,Qatar Airways,,,,DOH,2025-09-23 22:50:00,,,,BOM,2025-09-23 21:50:00,QR4773,India,Qatar
scheduled,departure,6E,IndiGo,,,,DOH,2025-09-23 22:50:00,,,,BOM,2025-09-23 21:50:00,6E1341,India,Qatar
scheduled,departure,YG,YTO Cargo Airlines,,,,NNG,2025-09-24 05:20:00,,,,BOM,2025-09-23 21:50:00,YG9150,India,China
scheduled,departure,LH,Lufthansa,,,,DEL,2025-09-24 00:15:00,,,,BOM,2025-09-23 21:55:00,LH5260,India,India
scheduled,departure,AI,Air India,,,,DEL,2025-09-24 00:15:00,,,,BOM,2025-09-23 21:55:00,AI2950,India,India
scheduled,departure,G9,Air Arabia,,,,SHJ,2025-09-23 23:25:00,,,,BOM,2025-09-23 21:55:00,G9402,India,United Arab Emirates
scheduled,departure,QP,Akasa Air,,,,BLR,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,QP1367,India,India
scheduled,departure,BA,British Airways,,,,MAA,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,BA8792,India,India
scheduled,departure,VS,Virgin Atlantic,,,,MAA,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,VS8593,India,India
scheduled,departure,6E,IndiGo,,,,MAA,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,6E5291,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,JL9774,India,India
scheduled,departure,QF,Qantas,,,,BLR,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,QF5070,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,VS8504,India,India
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:00:00,6E5388,India,India
scheduled,departure,LH,Lufthansa,,,,HYD,2025-09-23 23:55:00,,,,BOM,2025-09-23 22:15:00,LH5521,India,India
scheduled,departure,AI,Air India,,,,HYD,2025-09-23 23:55:00,,,,BOM,2025-09-23 22:15:00,AI2869,India,India
scheduled,departure,VS,Virgin Atlantic,,,,GOI,2025-09-23 23:30:00,,,,BOM,2025-09-23 22:15:00,VS8544,India,India
scheduled,departure,6E,IndiGo,,,,GOI,2025-09-23 23:30:00,,,,BOM,2025-09-23 22:15:00,6E5106,India,India
scheduled,departure,VS,Virgin Atlantic,,,,NAG,2025-09-23 23:55:00,,,,BOM,2025-09-23 22:20:00,VS8597,India,India
scheduled,departure,6E,IndiGo,,,,NAG,2025-09-23 23:55:00,,,,BOM,2025-09-23 22:20:00,6E278,India,India
scheduled,departure,EK,Emirates,,,,DXB,2025-09-24 00:05:00,,,2025-09-23 22:25:00,BOM,2025-09-23 22:25:00,EK509,India,United Arab Emirates
scheduled,departure,6E,IndiGo,,,,RKT,2025-09-23 23:50:00,,,,BOM,2025-09-23 22:25:00,6E1491,India,United Arab Emirates
cancelled,departure,AA,American Airlines,,,,HKG,2025-09-24 07:00:00,,,,BOM,2025-09-23 22:30:00,AA8888,India,Hong Kong
cancelled,departure,JL,Jet Linx Aviation,,,,HKG,2025-09-24 07:00:00,,,,BOM,2025-09-23 22:30:00,JL7902,India,Hong Kong
cancelled,departure,OM,Miat - Mongolian Airlines,,,,HKG,2025-09-24 07:00:00,,,,BOM,2025-09-23 22:30:00,OM5642,India,Hong Kong
cancelled,departure,CX,Cathay Pacific,,,,HKG,2025-09-24 07:00:00,,,,BOM,2025-09-23 22:30:00,CX696,India,Hong Kong
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:30:00,JL9280,India,India
scheduled,departure,KL,KLM,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:30:00,KL3663,India,India
scheduled,departure,QF,Qantas,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:30:00,QF5276,India,India
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:30:00,VS8525,India,India
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:30:00,6E651,India,India
cancelled,departure,SG,SpiceJet,,,,DEL,2025-09-24 00:45:00,,,,BOM,2025-09-23 22:35:00,SG710,India,India
scheduled,departure,6E,IndiGo,,,,DMM,2025-09-23 23:45:00,,,,BOM,2025-09-23 22:35:00,6E81,India,Saudi Arabia
scheduled,departure,UL,SriLankan Airlines,,,,AMD,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:45:00,UL3640,India,India
scheduled,departure,AI,Air India,,,,AMD,2025-09-24 00:05:00,,,,BOM,2025-09-23 22:45:00,AI2919,India,India
scheduled,departure,LH,Lufthansa,,,,DEL,2025-09-24 01:00:00,,,,BOM,2025-09-23 22:50:00,LH5264,India,India
scheduled,departure,AI,Air India,,,,DEL,2025-09-24 01:00:00,,,,BOM,2025-09-23 22:50:00,AI2986,India,India
scheduled,departure,EY,Etihad Airways,,,,AUH,2025-09-24 00:30:00,,18.0,2025-09-23 23:08:00,BOM,2025-09-23 22:50:00,EY205,India,United Arab Emirates
scheduled,departure,SQ,Singapore Airlines,,,,MAA,2025-09-24 00:55:00,,,,BOM,2025-09-23 22:55:00,SQ4889,India,India
scheduled,departure,AI,Air India,,,,MAA,2025-09-24 00:55:00,,,,BOM,2025-09-23 22:55:00,AI639,India,India
scheduled,departure,KL,KLM,,,,HYD,2025-09-24 00:35:00,,,,BOM,2025-09-23 23:00:00,KL4519,India,India
scheduled,departure,VS,Virgin Atlantic,,,,HYD,2025-09-24 00:35:00,,,,BOM,2025-09-23 23:00:00,VS8562,India,India
scheduled,departure,6E,IndiGo,,,,HYD,2025-09-24 00:35:00,,,,BOM,2025-09-23 23:00:00,6E5393,India,India
scheduled,departure,VS,Virgin Atlantic,,,,AMD,2025-09-24 00:25:00,,,,BOM,2025-09-23 23:00:00,VS8477,India,India
scheduled,departure,6E,IndiGo,,,,AMD,2025-09-24 00:25:00,,,,BOM,2025-09-23 23:00:00,6E6352,India,India
scheduled,departure,VS,Virgin Atlantic,,,,HAN,2025-09-24 05:25:00,,,,BOM,2025-09-23 23:10:00,VS5650,India,Vietnam
scheduled,departure,VN,Vietnam Airlines,,,,HAN,2025-09-24 05:25:00,,,,BOM,2025-09-23 23:10:00,VN972,India,Vietnam
scheduled,departure,SG,SpiceJet,,,,DXB,2025-09-24 01:30:00,,35.0,2025-09-23 23:50:00,BOM,2025-09-23 23:15:00,SG13,India,United Arab Emirates
scheduled,departure,VS,Virgin Atlantic,,,,LKO,2025-09-24 01:25:00,,,,BOM,2025-09-23 23:15:00,VS8246,India,India
scheduled,departure,6E,IndiGo,,,,LKO,2025-09-24 01:25:00,,,,BOM,2025-09-23 23:15:00,6E677,India,India
scheduled,departure,GA,Garuda Indonesia,,,,KUL,2025-09-24 07:25:00,,,2025-09-23 23:25:00,BOM,2025-09-23 23:25:00,GA8878,India,Malaysia
scheduled,departure,MH,Malaysia Airlines,,,,KUL,2025-09-24 07:25:00,,,2025-09-23 23:25:00,BOM,2025-09-23 23:25:00,MH195,India,Malaysia
scheduled,departure,AI,Air India,,,,BLR,2025-09-24 01:35:00,,,,BOM,2025-09-23 23:30:00,AI2857,India,India
scheduled,departure,AC,Air Canada,,,,BKK,2025-09-24 05:35:00,,,,BOM,2025-09-23 23:35:00,AC7447,India,Thailand
scheduled,departure,BR,EVA Air,,,,BKK,2025-09-24 05:35:00,,,,BOM,2025-09-23 23:35:00,BR3408,India,Thailand
scheduled,departure,NH,ANA,,,,BKK,2025-09-24 05:35:00,,,,BOM,2025-09-23 23:35:00,NH5950,India,Thailand
scheduled,departure,OZ,Asiana Airlines,,,,BKK,2025-09-24 05:35:00,,,,BOM,2025-09-23 23:35:00,OZ6775,India,Thailand
scheduled,departure,TG,Thai Airways International,,,,BKK,2025-09-24 05:35:00,,,,BOM,2025-09-23 23:35:00,TG318,India,Thailand
scheduled,departure,GA,Garuda Indonesia,,,,SIN,2025-09-24 07:40:00,,,,BOM,2025-09-23 23:40:00,GA8973,India,Singapore
scheduled,departure,NH,ANA,,,,SIN,2025-09-24 07:40:00,,,,BOM,2025-09-23 23:40:00,NH6277,India,Singapore
scheduled,departure,NZ,Air New Zealand,,,,SIN,2025-09-24 07:40:00,,,,BOM,2025-09-23 23:40:00,NZ3203,India,Singapore
scheduled,departure,SQ,Singapore Airlines,,,,SIN,2025-09-24 07:40:00,,,,BOM,2025-09-23 23:40:00,SQ423,India,Singapore
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-24 02:00:00,,,,BOM,2025-09-23 23:45:00,JL8463,India,India
scheduled,departure,QF,Qantas,,,,DEL,2025-09-24 02:00:00,,,,BOM,2025-09-23 23:45:00,QF5284,India,India
scheduled,departure,TK,Turkish Airlines,,,,DEL,2025-09-24 02:00:00,,,,BOM,2025-09-23 23:45:00,TK4735,India,India
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-24 02:00:00,,,,BOM,2025-09-23 23:45:00,VS8532,India,India
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-24 02:00:00,,,,BOM,2025-09-23 23:45:00,6E2007,India,India
scheduled,departure,QP,Akasa Air,,,,BLR,2025-09-24 01:55:00,,,,BOM,2025-09-23 23:55:00,QP1738,India,India
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-24 02:05:00,,,,BOM,2025-09-24 00:05:00,JL9746,India,India
scheduled,departure,QF,Qantas,,,,BLR,2025-09-24 02:05:00,,,,BOM,2025-09-24 00:05:00,QF5066,India,India
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-24 02:05:00,,,,BOM,2025-09-24 00:05:00,VS8501,India,India
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-24 02:05:00,,,,BOM,2025-09-24 00:05:00,6E697,India,India
scheduled,departure,SL,Thai Lion Air,,,,DMK,2025-09-24 06:00:00,,,,BOM,2025-09-24 00:10:00,SL219,India,Thailand
