,codeshared,status,type,airline.iataCode,airline.icaoCode,airline.name,arrival.actualRunway,arrival.actualTime,arrival.baggage,arrival.delay,arrival.estimatedRunway,arrival.estimatedTime,arrival.gate,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.terminal,departure.actualRunway,departure.actualTime,departure.baggage,departure.delay,departure.estimatedRunway,departure.estimatedTime,departure.gate,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.terminal,flight.iataNumber,flight.icaoNumber,flight.number,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.airline.name,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,codeshared.flight.number
68,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T14:14:00.000,,DED,VIDN,2025-09-23T14:20:00.000,,2025-09-23T12:17:00.000,2025-09-23T12:17:00.000,,7,2025-09-23T12:17:00.000,2025-09-23T12:06:00.000,,BOM,VABB,2025-09-23T12:10:00.000,2,AI677,AIC677,677,,,,,,
69,,active,departure,AI,AIC,Air India,,,,1,,2025-09-23T14:36:00.000,,VNS,VEBN,2025-09-23T14:35:00.000,,2025-09-23T12:44:00.000,2025-09-23T12:44:00.000,,30,2025-09-23T12:44:00.000,2025-09-23T12:19:00.000,,BOM,VABB,2025-09-23T12:15:00.000,2,AI9518,AIC9518,9518,ix,axb,air india express,ix1023,axb1023,1023
70,,active,departure,IX,AXB,Air India Express,,,,1,,2025-09-23T14:36:00.000,,VNS,VEBN,2025-09-23T14:35:00.000,,2025-09-23T12:44:00.000,2025-09-23T12:44:00.000,,30,2025-09-23T12:44:00.000,2025-09-23T12:19:00.000,,BOM,VABB,2025-09-23T12:15:00.000,2,IX1023,AXB1023,1023,,,,,,
71,,active,departure,AI,AIC,Air India,,,,10,,2025-09-23T15:14:00.000,,CCU,VECC,2025-09-23T15:05:00.000,,2025-09-23T12:47:00.000,2025-09-23T12:47:00.000,,28,2025-09-23T12:47:00.000,2025-09-23T12:19:00.000,49,BOM,VABB,2025-09-23T12:20:00.000,2,AI2901,AIC2901,2901,,,,,,
72,,active,departure,AI,AIC,Air India,,,04,4,,2025-09-23T15:03:00.000,,CMB,VCBI,2025-09-23T15:00:00.000,,2025-09-23T12:55:00.000,2025-09-23T12:55:00.000,,30,2025-09-23T12:55:00.000,2025-09-23T12:29:00.000,48B,BOM,VABB,2025-09-23T12:25:00.000,2,AI276,AIC276,276,,,,,,
73,,active,departure,AI,AIC,Air India,,,5,,,2025-09-23T14:25:00.000,,DEL,VIDP,2025-09-23T14:55:00.000,3,2025-09-23T12:41:00.000,2025-09-23T12:41:00.000,,12,2025-09-23T12:41:00.000,2025-09-23T12:09:00.000,47,BOM,VABB,2025-09-23T12:30:00.000,2,AI2952,AIC2952,2952,,,,,,
74,,active,departure,BA,BAW,British Airways,,,001,,,2025-09-23T14:29:00.000,,DEL,VIDP,2025-09-23T14:40:00.000,1,2025-09-23T12:50:00.000,2025-09-23T12:50:00.000,,20,2025-09-23T12:50:00.000,2025-09-23T12:30:00.000,65B,BOM,VABB,2025-09-23T12:30:00.000,2,BA8777,BAW8777,8777,6e,igo,indigo,6e6028,igo6028,6028
75,,active,departure,JL,JTL,Jet Linx Aviation,,,001,,,2025-09-23T14:29:00.000,,DEL,VIDP,2025-09-23T14:40:00.000,1,2025-09-23T12:50:00.000,2025-09-23T12:50:00.000,,20,2025-09-23T12:50:00.000,2025-09-23T12:30:00.000,65B,BOM,VABB,2025-09-23T12:30:00.000,2,JL9262,JTL9262,9262,6e,igo,indigo,6e6028,igo6028,6028
76,,active,departure,QF,QFA,Qantas,,,001,,,2025-09-23T14:29:00.000,,DEL,VIDP,2025-09-23T14:40:00.000,1,2025-09-23T12:50:00.000,2025-09-23T12:50:00.000,,20,2025-09-23T12:50:00.000,2025-09-23T12:30:00.000,65B,BOM,VABB,2025-09-23T12:30:00.000,2,QF5298,QFA5298,5298,6e,igo,indigo,6e6028,igo6028,6028
77,,active,departure,VS,VIR,Virgin Atlantic,,,001,,,2025-09-23T14:29:00.000,,DEL,VIDP,2025-09-23T14:40:00.000,1,2025-09-23T12:50:00.000,2025-09-23T12:50:00.000,,20,2025-09-23T12:50:00.000,2025-09-23T12:30:00.000,65B,BOM,VABB,2025-09-23T12:30:00.000,2,VS8535,VIR8535,8535,6e,igo,indigo,6e6028,igo6028,6028
78,,active,departure,6E,IGO,IndiGo,,,001,,,2025-09-23T14:29:00.000,,DEL,VIDP,2025-09-23T14:40:00.000,1,2025-09-23T12:50:00.000,2025-09-23T12:50:00.000,,20,2025-09-23T12:50:00.000,2025-09-23T12:30:00.000,65B,BOM,VABB,2025-09-23T12:30:00.000,2,6E6028,IGO6028,6028,,,,,,
79,,active,departure,VS,VIR,Virgin Atlantic,,,,6,,2025-09-23T15:06:00.000,,PAT,VEPT,2025-09-23T15:00:00.000,,2025-09-23T12:59:00.000,2025-09-23T12:59:00.000,,25,2025-09-23T12:59:00.000,2025-09-23T12:27:00.000,86,BOM,VABB,2025-09-23T12:35:00.000,2,VS8602,VIR8602,8602,6e,igo,indigo,6e2043,igo2043,2043
80,,active,departure,6E,IGO,IndiGo,,,,6,,2025-09-23T15:06:00.000,,PAT,VEPT,2025-09-23T15:00:00.000,,2025-09-23T12:59:00.000,2025-09-23T12:59:00.000,,25,2025-09-23T12:59:00.000,2025-09-23T12:27:00.000,86,BOM,VABB,2025-09-23T12:35:00.000,2,6E2043,IGO2043,2043,,,,,,
81,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T15:31:00.000,,CCU,VECC,2025-09-23T15:35:00.000,,2025-09-23T13:09:00.000,2025-09-23T13:09:00.000,,24,2025-09-23T13:09:00.000,2025-09-23T12:43:00.000,,BOM,VABB,2025-09-23T12:45:00.000,2,AI9884,AIC9884,9884,ix,axb,air india express,ix2782,axb2782,2782
82,,active,departure,IX,AXB,Air India Express,,,,,,2025-09-23T15:31:00.000,,CCU,VECC,2025-09-23T15:35:00.000,,2025-09-23T13:09:00.000,2025-09-23T13:09:00.000,,24,2025-09-23T13:09:00.000,2025-09-23T12:43:00.000,,BOM,VABB,2025-09-23T12:45:00.000,2,IX2782,AXB2782,2782,,,,,,
83,,active,departure,JL,JTL,Jet Linx Aviation,,,02,,,2025-09-23T14:19:00.000,A1,BLR,VOBL,2025-09-23T14:40:00.000,1,2025-09-23T13:02:00.000,2025-09-23T13:02:00.000,,17,2025-09-23T13:02:00.000,2025-09-23T12:34:00.000,11,BOM,VABB,2025-09-23T12:45:00.000,1,JL9760,JTL9760,9760,6e,igo,indigo,6e5212,igo5212,5212
84,,active,departure,QF,QFA,Qantas,,,02,,,2025-09-23T14:19:00.000,A1,BLR,VOBL,2025-09-23T14:40:00.000,1,2025-09-23T13:02:00.000,2025-09-23T13:02:00.000,,17,2025-09-23T13:02:00.000,2025-09-23T12:34:00.000,11,BOM,VABB,2025-09-23T12:45:00.000,1,QF5068,QFA5068,5068,6e,igo,indigo,6e5212,igo5212,5212
85,,active,departure,VS,VIR,Virgin Atlantic,,,02,,,2025-09-23T14:19:00.000,A1,BLR,VOBL,2025-09-23T14:40:00.000,1,2025-09-23T13:02:00.000,2025-09-23T13:02:00.000,,17,2025-09-23T13:02:00.000,2025-09-23T12:34:00.000,11,BOM,VABB,2025-09-23T12:45:00.000,1,VS8495,VIR8495,8495,6e,igo,indigo,6e5212,igo5212,5212
86,,active,departure,6E,IGO,IndiGo,,,02,,,2025-09-23T14:19:00.000,A1,BLR,VOBL,2025-09-23T14:40:00.000,1,2025-09-23T13:02:00.000,2025-09-23T13:02:00.000,,17,2025-09-23T13:02:00.000,2025-09-23T12:34:00.000,11,BOM,VABB,2025-09-23T12:45:00.000,1,6E5212,IGO5212,5212,,,,,,
87,,active,departure,TK,THY,Turkish Airlines,,,,,,,,CCU,VECC,2025-09-23T15:35:00.000,,,,,215,,2025-09-23T16:25:00.000,15,BOM,VABB,2025-09-23T12:50:00.000,1,TK4739,THY4739,4739,6e,igo,indigo,6e5395,igo5395,5395
88,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,CCU,VECC,2025-09-23T15:35:00.000,,,,,215,,2025-09-23T16:25:00.000,15,BOM,VABB,2025-09-23T12:50:00.000,1,VS8512,VIR8512,8512,6e,igo,indigo,6e5395,igo5395,5395
89,,active,departure,6E,IGO,IndiGo,,,,,,,,CCU,VECC,2025-09-23T15:35:00.000,,,,,215,,2025-09-23T16:25:00.000,15,BOM,VABB,2025-09-23T12:50:00.000,1,6E5395,IGO5395,5395,,,,,,
90,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:06:00.000,,AIP,VIAX,2025-09-23T15:15:00.000,,2025-09-23T13:08:00.000,2025-09-23T13:08:00.000,,13,2025-09-23T13:08:00.000,2025-09-23T12:55:00.000,25,BOM,VABB,2025-09-23T12:55:00.000,1,6E5931,IGO5931,5931,,,,,,
91,,active,departure,AI,AIC,Air India,,,3,,,2025-09-23T14:53:00.000,,DEL,VIDP,2025-09-23T15:15:00.000,3,2025-09-23T13:11:00.000,2025-09-23T13:11:00.000,,11,2025-09-23T13:11:00.000,2025-09-23T12:57:00.000,,BOM,VABB,2025-09-23T13:00:00.000,2,AI2677,AIC2677,2677,,,,,,
92,,active,departure,QP,AKJ,Akasa Air,,,006,,,2025-09-23T14:57:00.000,,DEL,VIDP,2025-09-23T15:15:00.000,1,2025-09-23T13:16:00.000,2025-09-23T13:16:00.000,,16,2025-09-23T13:16:00.000,2025-09-23T13:00:00.000,27,BOM,VABB,2025-09-23T13:00:00.000,1,QP1127,AKJ1127,1127,,,,,,
93,,active,departure,AA,AAL,American Airlines,,,,,,2025-09-23T17:38:00.000,,LHR,EGLL,2025-09-23T18:20:00.000,5,2025-09-23T13:14:00.000,2025-09-23T13:14:00.000,,9,2025-09-23T13:14:00.000,2025-09-23T13:05:00.000,70,BOM,VABB,2025-09-23T13:05:00.000,2,AA6660,AAL6660,6660,ba,baw,british airways,ba198,baw198,198
94,,active,departure,BA,BAW,British Airways,,,,,,2025-09-23T17:38:00.000,,LHR,EGLL,2025-09-23T18:20:00.000,5,2025-09-23T13:14:00.000,2025-09-23T13:14:00.000,,9,2025-09-23T13:14:00.000,2025-09-23T13:05:00.000,70,BOM,VABB,2025-09-23T13:05:00.000,2,BA198,BAW198,198,,,,,,
95,,active,departure,QP,AKJ,Akasa Air,,,1,,,2025-09-23T14:59:00.000,,IXD,VEAB,2025-09-23T15:20:00.000,,2025-09-23T13:17:00.000,2025-09-23T13:17:00.000,,13,2025-09-23T13:17:00.000,2025-09-23T13:05:00.000,2,BOM,VABB,2025-09-23T13:05:00.000,1,QP1546,AKJ1546,1546,,,,,,
96,,active,departure,QP,AKJ,Akasa Air,,,,,,2025-09-23T15:18:00.000,,VNS,VEBN,2025-09-23T15:35:00.000,,2025-09-23T13:25:00.000,2025-09-23T13:25:00.000,,16,2025-09-23T13:25:00.000,2025-09-23T13:10:00.000,26,BOM,VABB,2025-09-23T13:10:00.000,1,QP1498,AKJ1498,1498,,,,,,
97,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T14:57:00.000,,KNU,VIKA,2025-09-23T15:20:00.000,,2025-09-23T13:12:00.000,2025-09-23T13:12:00.000,,2,2025-09-23T13:12:00.000,2025-09-23T13:10:00.000,,BOM,VABB,2025-09-23T13:10:00.000,2,VS8582,VIR8582,8582,6e,igo,indigo,6e824,igo824,824
98,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T14:57:00.000,,KNU,VIKA,2025-09-23T15:20:00.000,,2025-09-23T13:12:00.000,2025-09-23T13:12:00.000,,2,2025-09-23T13:12:00.000,2025-09-23T13:10:00.000,,BOM,VABB,2025-09-23T13:10:00.000,2,6E824,IGO824,824,,,,,,
99,,active,departure,AI,AIC,Air India,,,3,,,2025-09-23T14:38:00.000,,IXE,VOML,2025-09-23T15:00:00.000,,2025-09-23T13:22:00.000,2025-09-23T13:22:00.000,,8,2025-09-23T13:22:00.000,2025-09-23T13:07:00.000,47,BOM,VABB,2025-09-23T13:15:00.000,2,AI9669,AIC9669,9669,ix,axb,air india express,ix2546,axb2546,2546
100,,active,departure,IX,AXB,Air India Express,,,3,,,2025-09-23T14:38:00.000,,IXE,VOML,2025-09-23T15:00:00.000,,2025-09-23T13:22:00.000,2025-09-23T13:22:00.000,,8,2025-09-23T13:22:00.000,2025-09-23T13:07:00.000,47,BOM,VABB,2025-09-23T13:15:00.000,2,IX2546,AXB2546,2546,,,,,,
101,,active,departure,AI,AIC,Air India,,,,12,,2025-09-23T16:12:00.000,,CCU,VECC,2025-09-23T16:00:00.000,,2025-09-23T13:52:00.000,2025-09-23T13:52:00.000,,28,2025-09-23T13:52:00.000,2025-09-23T13:36:00.000,46,BOM,VABB,2025-09-23T13:25:00.000,2,AI179,AIC179,179,,,,,,
102,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T15:44:00.000,,IXR,VERC,2025-09-23T16:00:00.000,,2025-09-23T13:44:00.000,2025-09-23T13:44:00.000,,19,2025-09-23T13:44:00.000,2025-09-23T13:25:00.000,50,BOM,VABB,2025-09-23T13:25:00.000,2,VS8576,VIR8576,8576,6e,igo,indigo,6e831,igo831,831
103,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:44:00.000,,IXR,VERC,2025-09-23T16:00:00.000,,2025-09-23T13:44:00.000,2025-09-23T13:44:00.000,,19,2025-09-23T13:44:00.000,2025-09-23T13:25:00.000,50,BOM,VABB,2025-09-23T13:25:00.000,2,6E831,IGO831,831,,,,,,
104,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T14:40:00.000,,SHJ,OMSJ,2025-09-23T15:05:00.000,,2025-09-23T13:42:00.000,2025-09-23T13:42:00.000,,13,2025-09-23T13:42:00.000,2025-09-23T13:29:00.000,85A,BOM,VABB,2025-09-23T13:30:00.000,2,AI9171,AIC9171,9171,ix,axb,air india express,ix251,axb251,251
105,,active,departure,IX,AXB,Air India Express,,,,,,2025-09-23T14:40:00.000,,SHJ,OMSJ,2025-09-23T15:05:00.000,,2025-09-23T13:42:00.000,2025-09-23T13:42:00.000,,13,2025-09-23T13:42:00.000,2025-09-23T13:29:00.000,85A,BOM,VABB,2025-09-23T13:30:00.000,2,IX251,AXB251,251,,,,,,
106,,active,departure,ET,ETH,Ethiopian Airlines,,,,19,,2025-09-23T15:48:00.000,,MAA,VOMM,2025-09-23T15:30:00.000,T4,2025-09-23T14:10:00.000,2025-09-23T14:10:00.000,,36,2025-09-23T14:10:00.000,2025-09-23T13:48:00.000,87B,BOM,VABB,2025-09-23T13:35:00.000,2,ET4406,ETH4406,4406,ai,aic,air india,ai2615,aic2615,2615
107,,active,departure,AI,AIC,Air India,,,,19,,2025-09-23T15:48:00.000,,MAA,VOMM,2025-09-23T15:30:00.000,T4,2025-09-23T14:10:00.000,2025-09-23T14:10:00.000,,36,2025-09-23T14:10:00.000,2025-09-23T13:48:00.000,87B,BOM,VABB,2025-09-23T13:35:00.000,2,AI2615,AIC2615,2615,,,,,,
108,,active,departure,QP,AKJ,Akasa Air,,,,,,2025-09-23T17:05:00.000,,GAU,VEGT,2025-09-23T17:05:00.000,1,2025-09-23T14:08:00.000,2025-09-23T14:08:00.000,,34,2025-09-23T14:08:00.000,2025-09-23T13:35:00.000,21,BOM,VABB,2025-09-23T13:35:00.000,1,QP1503,AKJ1503,1503,,,,,,
109,,active,departure,JL,JTL,Jet Linx Aviation,,,002,,,2025-09-23T15:20:00.000,,DEL,VIDP,2025-09-23T16:00:00.000,1,2025-09-23T13:38:00.000,2025-09-23T13:38:00.000,,4,2025-09-23T13:38:00.000,2025-09-23T13:23:00.000,65A,BOM,VABB,2025-09-23T13:35:00.000,2,JL9264,JTL9264,9264,6e,igo,indigo,6e615,igo615,615
110,,active,departure,QF,QFA,Qantas,,,002,,,2025-09-23T15:20:00.000,,DEL,VIDP,2025-09-23T16:00:00.000,1,2025-09-23T13:38:00.000,2025-09-23T13:38:00.000,,4,2025-09-23T13:38:00.000,2025-09-23T13:23:00.000,65A,BOM,VABB,2025-09-23T13:35:00.000,2,QF5274,QFA5274,5274,6e,igo,indigo,6e615,igo615,615
111,,active,departure,VS,VIR,Virgin Atlantic,,,002,,,2025-09-23T15:20:00.000,,DEL,VIDP,2025-09-23T16:00:00.000,1,2025-09-23T13:38:00.000,2025-09-23T13:38:00.000,,4,2025-09-23T13:38:00.000,2025-09-23T13:23:00.000,65A,BOM,VABB,2025-09-23T13:35:00.000,2,VS8524,VIR8524,8524,6e,igo,indigo,6e615,igo615,615
112,,active,departure,6E,IGO,IndiGo,,,002,,,2025-09-23T15:20:00.000,,DEL,VIDP,2025-09-23T16:00:00.000,1,2025-09-23T13:38:00.000,2025-09-23T13:38:00.000,,4,2025-09-23T13:38:00.000,2025-09-23T13:23:00.000,65A,BOM,VABB,2025-09-23T13:35:00.000,2,6E615,IGO615,615,,,,,,
113,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:14:00.000,,IXM,VOMD,2025-09-23T15:55:00.000,1,2025-09-23T13:33:00.000,2025-09-23T13:33:00.000,,,2025-09-23T13:33:00.000,2025-09-23T13:35:00.000,49,BOM,VABB,2025-09-23T13:40:00.000,2,6E2528,IGO2528,2528,,,,,,
114,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T15:57:00.000,,SXR,VISR,2025-09-23T16:40:00.000,,2025-09-23T13:45:00.000,2025-09-23T13:45:00.000,,1,2025-09-23T13:45:00.000,2025-09-23T13:40:00.000,51,BOM,VABB,2025-09-23T13:45:00.000,2,VS8606,VIR8606,8606,6e,igo,indigo,6e214,igo214,214
115,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:57:00.000,,SXR,VISR,2025-09-23T16:40:00.000,,2025-09-23T13:45:00.000,2025-09-23T13:45:00.000,,1,2025-09-23T13:45:00.000,2025-09-23T13:40:00.000,51,BOM,VABB,2025-09-23T13:45:00.000,2,6E214,IGO214,214,,,,,,
116,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T15:52:00.000,,MAA,VOMM,2025-09-23T16:00:00.000,1,2025-09-23T14:16:00.000,2025-09-23T14:16:00.000,,31,2025-09-23T14:16:00.000,2025-09-23T14:05:00.000,22,BOM,VABB,2025-09-23T13:45:00.000,1,VS8596,VIR8596,8596,6e,igo,indigo,6e5337,igo5337,5337
117,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:52:00.000,,MAA,VOMM,2025-09-23T16:00:00.000,1,2025-09-23T14:16:00.000,2025-09-23T14:16:00.000,,31,2025-09-23T14:16:00.000,2025-09-23T14:05:00.000,22,BOM,VABB,2025-09-23T13:45:00.000,1,6E5337,IGO5337,5337,,,,,,
118,,active,departure,SQ,SIA,Singapore Airlines,,,,,,2025-09-23T16:22:00.000,,CCU,VECC,2025-09-23T16:50:00.000,,2025-09-23T13:58:00.000,2025-09-23T13:58:00.000,,9,2025-09-23T13:58:00.000,2025-09-23T13:41:00.000,40A,BOM,VABB,2025-09-23T13:50:00.000,2,SQ4853,SIA4853,4853,ai,aic,air india,ai2773,aic2773,2773
119,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T16:22:00.000,,CCU,VECC,2025-09-23T16:50:00.000,,2025-09-23T13:58:00.000,2025-09-23T13:58:00.000,,9,2025-09-23T13:58:00.000,2025-09-23T13:41:00.000,40A,BOM,VABB,2025-09-23T13:50:00.000,2,AI2773,AIC2773,2773,,,,,,
120,,active,departure,EY,ETD,Etihad Airways,,,4,,,2025-09-23T14:59:00.000,D49,AUH,OMAA,2025-09-23T15:35:00.000,A,2025-09-23T13:59:00.000,2025-09-23T13:59:00.000,,10,2025-09-23T13:59:00.000,2025-09-23T14:15:00.000,67B,BOM,VABB,2025-09-23T13:50:00.000,2,EY203,ETD203,203,,,,,,
121,,unknown,departure,9I,LLR,Alliance Air,,,,,,,,DIU,VA1P,2025-09-23T14:55:00.000,,,,,,,,,BOM,VABB,2025-09-23T13:50:00.000,1,9I623,LLR623,623,,,,,,
122,,active,departure,JL,JTL,Jet Linx Aviation,,,03,,,2025-09-23T15:23:00.000,A1,BLR,VOBL,2025-09-23T16:05:00.000,1,2025-09-23T14:05:00.000,2025-09-23T14:05:00.000,,5,2025-09-23T14:05:00.000,2025-09-23T13:42:00.000,23,BOM,VABB,2025-09-23T14:00:00.000,1,JL9762,JTL9762,9762,6e,igo,indigo,6e5382,igo5382,5382
123,,active,departure,QF,QFA,Qantas,,,03,,,2025-09-23T15:23:00.000,A1,BLR,VOBL,2025-09-23T16:05:00.000,1,2025-09-23T14:05:00.000,2025-09-23T14:05:00.000,,5,2025-09-23T14:05:00.000,2025-09-23T13:42:00.000,23,BOM,VABB,2025-09-23T14:00:00.000,1,QF5052,QFA5052,5052,6e,igo,indigo,6e5382,igo5382,5382
124,,active,departure,VS,VIR,Virgin Atlantic,,,03,,,2025-09-23T15:23:00.000,A1,BLR,VOBL,2025-09-23T16:05:00.000,1,2025-09-23T14:05:00.000,2025-09-23T14:05:00.000,,5,2025-09-23T14:05:00.000,2025-09-23T13:42:00.000,23,BOM,VABB,2025-09-23T14:00:00.000,1,VS8503,VIR8503,8503,6e,igo,indigo,6e5382,igo5382,5382
125,,active,departure,6E,IGO,IndiGo,,,03,,,2025-09-23T15:23:00.000,A1,BLR,VOBL,2025-09-23T16:05:00.000,1,2025-09-23T14:05:00.000,2025-09-23T14:05:00.000,,5,2025-09-23T14:05:00.000,2025-09-23T13:42:00.000,23,BOM,VABB,2025-09-23T14:00:00.000,1,6E5382,IGO5382,5382,,,,,,
126,,active,departure,BA,BAW,British Airways,,,,,,2025-09-23T15:04:00.000,,GOI,VOGO,2025-09-23T15:25:00.000,,2025-09-23T14:19:00.000,2025-09-23T14:19:00.000,,10,2025-09-23T14:19:00.000,2025-09-23T14:00:00.000,13,BOM,VABB,2025-09-23T14:10:00.000,1,BA8014,BAW8014,8014,6e,igo,indigo,6e5141,igo5141,5141
127,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T15:04:00.000,,GOI,VOGO,2025-09-23T15:25:00.000,,2025-09-23T14:19:00.000,2025-09-23T14:19:00.000,,10,2025-09-23T14:19:00.000,2025-09-23T14:00:00.000,13,BOM,VABB,2025-09-23T14:10:00.000,1,VS8545,VIR8545,8545,6e,igo,indigo,6e5141,igo5141,5141
128,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:04:00.000,,GOI,VOGO,2025-09-23T15:25:00.000,,2025-09-23T14:19:00.000,2025-09-23T14:19:00.000,,10,2025-09-23T14:19:00.000,2025-09-23T14:00:00.000,13,BOM,VABB,2025-09-23T14:10:00.000,1,6E5141,IGO5141,5141,,,,,,
129,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T15:35:00.000,,UDR,VAUD,2025-09-23T16:00:00.000,,2025-09-23T14:34:00.000,2025-09-23T14:34:00.000,,9,2025-09-23T14:34:00.000,2025-09-23T14:22:00.000,,BOM,VABB,2025-09-23T14:25:00.000,2,AI2595,AIC2595,2595,,,,,,
130,,active,departure,QP,AKJ,Akasa Air,,,NC7,,,2025-09-23T16:35:00.000,,LKO,VILK,2025-09-23T16:50:00.000,3,2025-09-23T14:48:00.000,2025-09-23T14:48:00.000,,13,2025-09-23T14:48:00.000,2025-09-23T14:35:00.000,27,BOM,VABB,2025-09-23T14:35:00.000,1,QP1451,AKJ1451,1451,,,,,,
131,,active,departure,AI,AIC,Air India,,,8,,,,,DEL,VIDP,2025-09-23T16:55:00.000,3,,,,40,,2025-09-23T15:20:00.000,53,BOM,VABB,2025-09-23T14:40:00.000,2,AI2944,AIC2944,2944,,,,,,
132,,active,departure,BA,BAW,British Airways,,,,,,2025-09-23T16:01:00.000,,NAG,VANP,2025-09-23T16:15:00.000,,2025-09-23T14:51:00.000,2025-09-23T14:51:00.000,,12,2025-09-23T14:51:00.000,2025-09-23T14:32:00.000,65B,BOM,VABB,2025-09-23T14:40:00.000,2,BA7945,BAW7945,7945,6e,igo,indigo,6e6802,igo6802,6802
133,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T16:01:00.000,,NAG,VANP,2025-09-23T16:15:00.000,,2025-09-23T14:51:00.000,2025-09-23T14:51:00.000,,12,2025-09-23T14:51:00.000,2025-09-23T14:32:00.000,65B,BOM,VABB,2025-09-23T14:40:00.000,2,VS8599,VIR8599,8599,6e,igo,indigo,6e6802,igo6802,6802
134,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T16:01:00.000,,NAG,VANP,2025-09-23T16:15:00.000,,2025-09-23T14:51:00.000,2025-09-23T14:51:00.000,,12,2025-09-23T14:51:00.000,2025-09-23T14:32:00.000,65B,BOM,VABB,2025-09-23T14:40:00.000,2,6E6802,IGO6802,6802,,,,,,
135,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T16:59:00.000,,IXC,VICG,2025-09-23T17:15:00.000,,2025-09-23T15:04:00.000,2025-09-23T15:04:00.000,,20,2025-09-23T15:04:00.000,2025-09-23T14:47:00.000,,BOM,VABB,2025-09-23T14:45:00.000,2,AI2659,AIC2659,2659,,,,,,
136,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T15:43:00.000,,HBX,VOHB,2025-09-23T16:00:00.000,,2025-09-23T14:50:00.000,2025-09-23T14:50:00.000,,6,2025-09-23T14:50:00.000,2025-09-23T14:40:00.000,49,BOM,VABB,2025-09-23T14:45:00.000,2,6E736,IGO736,736,,,,,,
137,,active,departure,OV,OMS,SalamAir,,,,,,2025-09-23T15:37:00.000,,MCT,OOMS,2025-09-23T16:05:00.000,,2025-09-23T14:59:00.000,2025-09-23T14:59:00.000,,10,2025-09-23T14:59:00.000,2025-09-23T14:43:00.000,69B,BOM,VABB,2025-09-23T14:50:00.000,2,OV8020,OMS8020,8020,wy,oma,oman air,wy204,oma204,204
138,,active,departure,WY,OMA,Oman Air,,,,,,2025-09-23T15:37:00.000,,MCT,OOMS,2025-09-23T16:05:00.000,,2025-09-23T14:59:00.000,2025-09-23T14:59:00.000,,10,2025-09-23T14:59:00.000,2025-09-23T14:43:00.000,69B,BOM,VABB,2025-09-23T14:50:00.000,2,WY204,OMA204,204,,,,,,
139,,active,departure,ET,ETH,Ethiopian Airlines,,,1,1,,2025-09-23T16:31:00.000,,HYD,VOHS,2025-09-23T16:30:00.000,,2025-09-23T15:22:00.000,2025-09-23T15:22:00.000,,23,2025-09-23T15:22:00.000,2025-09-23T14:59:00.000,,BOM,VABB,2025-09-23T15:00:00.000,2,ET1223,ETH1223,1223,ai,aic,air india,ai2446,aic2446,2446
140,,active,departure,SQ,SIA,Singapore Airlines,,,1,1,,2025-09-23T16:31:00.000,,HYD,VOHS,2025-09-23T16:30:00.000,,2025-09-23T15:22:00.000,2025-09-23T15:22:00.000,,23,2025-09-23T15:22:00.000,2025-09-23T14:59:00.000,,BOM,VABB,2025-09-23T15:00:00.000,2,SQ4860,SIA4860,4860,ai,aic,air india,ai2446,aic2446,2446
141,,active,departure,AI,AIC,Air India,,,1,1,,2025-09-23T16:31:00.000,,HYD,VOHS,2025-09-23T16:30:00.000,,2025-09-23T15:22:00.000,2025-09-23T15:22:00.000,,23,2025-09-23T15:22:00.000,2025-09-23T14:59:00.000,,BOM,VABB,2025-09-23T15:00:00.000,2,AI2446,AIC2446,2446,,,,,,
142,,active,departure,SG,SEJ,SpiceJet,,,,,,2025-09-23T16:52:00.000,,VNS,VEBN,2025-09-23T17:15:00.000,,2025-09-23T15:03:00.000,2025-09-23T15:03:00.000,,4,2025-09-23T15:03:00.000,2025-09-23T14:46:00.000,2,BOM,VABB,2025-09-23T15:00:00.000,1,SG715,SEJ715,715,,,,,,
