,codeshared,status,type,airline.iataCode,airline.icaoCode,airline.name,arrival.actualRunway,arrival.actualTime,arrival.baggage,arrival.delay,arrival.estimatedRunway,arrival.estimatedTime,arrival.gate,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.terminal,departure.actualRunway,departure.actualTime,departure.baggage,departure.delay,departure.estimatedRunway,departure.estimatedTime,departure.gate,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.terminal,flight.iataNumber,flight.icaoNumber,flight.number,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.airline.name,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,codeshared.flight.number
143,,active,departure,6E,IGO,IndiGo,,,,,,,,GOP,VEGK,2025-09-23T17:20:00.000,,,,,40,,2025-09-23T15:40:00.000,26,BOM,VABB,2025-09-23T15:00:00.000,1,6E5186,IGO5186,5186,,,,,,
144,,active,departure,BA,BAW,British Airways,,,004,,,2025-09-23T16:54:00.000,,DEL,VIDP,2025-09-23T17:15:00.000,1,2025-09-23T15:09:00.000,2025-09-23T15:09:00.000,,10,2025-09-23T15:09:00.000,2025-09-23T14:55:00.000,86,BOM,VABB,2025-09-23T15:00:00.000,2,BA8775,BAW8775,8775,6e,igo,indigo,6e6704,igo6704,6704
145,,active,departure,JL,JTL,Jet Linx Aviation,,,004,,,2025-09-23T16:54:00.000,,DEL,VIDP,2025-09-23T17:15:00.000,1,2025-09-23T15:09:00.000,2025-09-23T15:09:00.000,,10,2025-09-23T15:09:00.000,2025-09-23T14:55:00.000,86,BOM,VABB,2025-09-23T15:00:00.000,2,JL9004,JTL9004,9004,6e,igo,indigo,6e6704,igo6704,6704
146,,active,departure,QF,QFA,Qantas,,,004,,,2025-09-23T16:54:00.000,,DEL,VIDP,2025-09-23T17:15:00.000,1,2025-09-23T15:09:00.000,2025-09-23T15:09:00.000,,10,2025-09-23T15:09:00.000,2025-09-23T14:55:00.000,86,BOM,VABB,2025-09-23T15:00:00.000,2,QF5304,QFA5304,5304,6e,igo,indigo,6e6704,igo6704,6704
147,,active,departure,VS,VIR,Virgin Atlantic,,,004,,,2025-09-23T16:54:00.000,,DEL,VIDP,2025-09-23T17:15:00.000,1,2025-09-23T15:09:00.000,2025-09-23T15:09:00.000,,10,2025-09-23T15:09:00.000,2025-09-23T14:55:00.000,86,BOM,VABB,2025-09-23T15:00:00.000,2,VS8529,VIR8529,8529,6e,igo,indigo,6e6704,igo6704,6704
148,,active,departure,6E,IGO,IndiGo,,,004,,,2025-09-23T16:54:00.000,,DEL,VIDP,2025-09-23T17:15:00.000,1,2025-09-23T15:09:00.000,2025-09-23T15:09:00.000,,10,2025-09-23T15:09:00.000,2025-09-23T14:55:00.000,86,BOM,VABB,2025-09-23T15:00:00.000,2,6E6704,IGO6704,6704,,,,,,
149,,active,departure,BA,BAW,British Airways,,,,,,2025-09-23T16:33:00.000,,CCJ,VOCL,2025-09-23T17:00:00.000,,2025-09-23T15:07:00.000,2025-09-23T15:07:00.000,,7,2025-09-23T15:07:00.000,2025-09-23T14:55:00.000,,BOM,VABB,2025-09-23T15:00:00.000,2,BA7927,BAW7927,7927,6e,igo,indigo,6e6931,igo6931,6931
150,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T16:33:00.000,,CCJ,VOCL,2025-09-23T17:00:00.000,,2025-09-23T15:07:00.000,2025-09-23T15:07:00.000,,7,2025-09-23T15:07:00.000,2025-09-23T14:55:00.000,,BOM,VABB,2025-09-23T15:00:00.000,2,6E6931,IGO6931,6931,,,,,,
151,,active,departure,AI,AIC,Air India,,,CD1,11,,2025-09-23T16:31:00.000,,AMD,VAAH,2025-09-23T16:20:00.000,T1,2025-09-23T15:37:00.000,2025-09-23T15:37:00.000,,32,2025-09-23T15:37:00.000,2025-09-23T15:11:00.000,,BOM,VABB,2025-09-23T15:05:00.000,2,AI2513,AIC2513,2513,,,,,,
152,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,CCU,VECC,2025-09-23T17:50:00.000,,,,,170,,2025-09-23T17:55:00.000,21,BOM,VABB,2025-09-23T15:05:00.000,1,VS8511,VIR8511,8511,6e,igo,indigo,6e5354,igo5354,5354
153,,active,departure,6E,IGO,IndiGo,,,,,,,,CCU,VECC,2025-09-23T17:50:00.000,,,,,170,,2025-09-23T17:55:00.000,21,BOM,VABB,2025-09-23T15:05:00.000,1,6E5354,IGO5354,5354,,,,,,
154,,active,departure,SQ,SIA,Singapore Airlines,,,,,,2025-09-23T19:57:00.000,,LHR,EGLL,2025-09-23T20:20:00.000,2,2025-09-23T15:26:00.000,2025-09-23T15:26:00.000,,17,2025-09-23T15:26:00.000,2025-09-23T15:20:00.000,73,BOM,VABB,2025-09-23T15:10:00.000,2,SQ4927,SIA4927,4927,ai,aic,air india,ai131,aic131,131
155,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T19:57:00.000,,LHR,EGLL,2025-09-23T20:20:00.000,2,2025-09-23T15:26:00.000,2025-09-23T15:26:00.000,,17,2025-09-23T15:26:00.000,2025-09-23T15:20:00.000,73,BOM,VABB,2025-09-23T15:10:00.000,2,AI131,AIC131,131,,,,,,
156,,active,departure,SQ,SIA,Singapore Airlines,,,5,,,2025-09-23T17:05:00.000,,DEL,VIDP,2025-09-23T17:25:00.000,3,2025-09-23T15:21:00.000,2025-09-23T15:21:00.000,,11,2025-09-23T15:21:00.000,2025-09-23T15:02:00.000,,BOM,VABB,2025-09-23T15:10:00.000,2,SQ4862,SIA4862,4862,ai,aic,air india,ai2442,aic2442,2442
157,,active,departure,AI,AIC,Air India,,,5,,,2025-09-23T17:05:00.000,,DEL,VIDP,2025-09-23T17:25:00.000,3,2025-09-23T15:21:00.000,2025-09-23T15:21:00.000,,11,2025-09-23T15:21:00.000,2025-09-23T15:02:00.000,,BOM,VABB,2025-09-23T15:10:00.000,2,AI2442,AIC2442,2442,,,,,,
158,,active,departure,JL,JTL,Jet Linx Aviation,,,02,,,2025-09-23T16:52:00.000,A3,BLR,VOBL,2025-09-23T17:15:00.000,1,2025-09-23T15:34:00.000,2025-09-23T15:34:00.000,,19,2025-09-23T15:34:00.000,2025-09-23T15:05:00.000,25,BOM,VABB,2025-09-23T15:15:00.000,1,JL9764,JTL9764,9764,6e,igo,indigo,6e5071,igo5071,5071
159,,active,departure,QF,QFA,Qantas,,,02,,,2025-09-23T16:52:00.000,A3,BLR,VOBL,2025-09-23T17:15:00.000,1,2025-09-23T15:34:00.000,2025-09-23T15:34:00.000,,19,2025-09-23T15:34:00.000,2025-09-23T15:05:00.000,25,BOM,VABB,2025-09-23T15:15:00.000,1,QF5072,QFA5072,5072,6e,igo,indigo,6e5071,igo5071,5071
160,,active,departure,VS,VIR,Virgin Atlantic,,,02,,,2025-09-23T16:52:00.000,A3,BLR,VOBL,2025-09-23T17:15:00.000,1,2025-09-23T15:34:00.000,2025-09-23T15:34:00.000,,19,2025-09-23T15:34:00.000,2025-09-23T15:05:00.000,25,BOM,VABB,2025-09-23T15:15:00.000,1,VS8499,VIR8499,8499,6e,igo,indigo,6e5071,igo5071,5071
161,,active,departure,6E,IGO,IndiGo,,,02,,,2025-09-23T16:52:00.000,A3,BLR,VOBL,2025-09-23T17:15:00.000,1,2025-09-23T15:34:00.000,2025-09-23T15:34:00.000,,19,2025-09-23T15:34:00.000,2025-09-23T15:05:00.000,25,BOM,VABB,2025-09-23T15:15:00.000,1,6E5071,IGO5071,5071,,,,,,
162,,active,departure,BA,BAW,British Airways,,,CD4,,,2025-09-23T16:13:00.000,,AMD,VAAH,2025-09-23T16:35:00.000,T1,2025-09-23T15:28:00.000,2025-09-23T15:28:00.000,,13,2025-09-23T15:28:00.000,2025-09-23T15:03:00.000,11,BOM,VABB,2025-09-23T15:15:00.000,1,BA8005,BAW8005,8005,6e,igo,indigo,6e5201,igo5201,5201
163,,active,departure,TK,THY,Turkish Airlines,,,CD4,,,2025-09-23T16:13:00.000,,AMD,VAAH,2025-09-23T16:35:00.000,T1,2025-09-23T15:28:00.000,2025-09-23T15:28:00.000,,13,2025-09-23T15:28:00.000,2025-09-23T15:03:00.000,11,BOM,VABB,2025-09-23T15:15:00.000,1,TK4669,THY4669,4669,6e,igo,indigo,6e5201,igo5201,5201
164,,active,departure,VS,VIR,Virgin Atlantic,,,CD4,,,2025-09-23T16:13:00.000,,AMD,VAAH,2025-09-23T16:35:00.000,T1,2025-09-23T15:28:00.000,2025-09-23T15:28:00.000,,13,2025-09-23T15:28:00.000,2025-09-23T15:03:00.000,11,BOM,VABB,2025-09-23T15:15:00.000,1,VS8476,VIR8476,8476,6e,igo,indigo,6e5201,igo5201,5201
165,,active,departure,6E,IGO,IndiGo,,,CD4,,,2025-09-23T16:13:00.000,,AMD,VAAH,2025-09-23T16:35:00.000,T1,2025-09-23T15:28:00.000,2025-09-23T15:28:00.000,,13,2025-09-23T15:28:00.000,2025-09-23T15:03:00.000,11,BOM,VABB,2025-09-23T15:15:00.000,1,6E5201,IGO5201,5201,,,,,,
166,,active,departure,SQ,SIA,Singapore Airlines,,,8B,,,2025-09-23T17:07:00.000,D11,BLR,VOBL,2025-09-23T17:25:00.000,2,2025-09-23T15:47:00.000,2025-09-23T15:47:00.000,,27,2025-09-23T15:47:00.000,2025-09-23T15:20:00.000,,BOM,VABB,2025-09-23T15:20:00.000,2,SQ4873,SIA4873,4873,ai,aic,air india,ai2853,aic2853,2853
167,,active,departure,AI,AIC,Air India,,,8B,,,2025-09-23T17:07:00.000,D11,BLR,VOBL,2025-09-23T17:25:00.000,2,2025-09-23T15:47:00.000,2025-09-23T15:47:00.000,,27,2025-09-23T15:47:00.000,2025-09-23T15:20:00.000,,BOM,VABB,2025-09-23T15:20:00.000,2,AI2853,AIC2853,2853,,,,,,
168,,active,departure,BA,BAW,British Airways,,,6,,,2025-09-23T16:39:00.000,,HYD,VOHS,2025-09-23T16:50:00.000,,2025-09-23T15:35:00.000,2025-09-23T15:35:00.000,,15,2025-09-23T15:35:00.000,2025-09-23T15:15:00.000,14,BOM,VABB,2025-09-23T15:20:00.000,1,BA8789,BAW8789,8789,6e,igo,indigo,6e5386,igo5386,5386
169,,active,departure,VS,VIR,Virgin Atlantic,,,6,,,2025-09-23T16:39:00.000,,HYD,VOHS,2025-09-23T16:50:00.000,,2025-09-23T15:35:00.000,2025-09-23T15:35:00.000,,15,2025-09-23T15:35:00.000,2025-09-23T15:15:00.000,14,BOM,VABB,2025-09-23T15:20:00.000,1,VS8561,VIR8561,8561,6e,igo,indigo,6e5386,igo5386,5386
170,,active,departure,6E,IGO,IndiGo,,,6,,,2025-09-23T16:39:00.000,,HYD,VOHS,2025-09-23T16:50:00.000,,2025-09-23T15:35:00.000,2025-09-23T15:35:00.000,,15,2025-09-23T15:35:00.000,2025-09-23T15:15:00.000,14,BOM,VABB,2025-09-23T15:20:00.000,1,6E5386,IGO5386,5386,,,,,,
171,,active,departure,6E,IGO,IndiGo,,,1,,,2025-09-23T21:26:00.000,,HKT,VTSP,2025-09-23T21:35:00.000,I,2025-09-23T15:49:00.000,2025-09-23T15:49:00.000,,25,2025-09-23T15:49:00.000,2025-09-23T15:27:00.000,70B,BOM,VABB,2025-09-23T15:25:00.000,2,6E1089,IGO1089,1089,,,,,,
172,,active,departure,6E,IGO,IndiGo,,,3,,,2025-09-23T16:52:00.000,,DXB,OMDB,2025-09-23T16:55:00.000,1,2025-09-23T15:55:00.000,2025-09-23T15:55:00.000,,30,2025-09-23T15:55:00.000,2025-09-23T15:34:00.000,70A,BOM,VABB,2025-09-23T15:25:00.000,2,6E1453,IGO1453,1453,,,,,,
173,,active,departure,ET,ETH,Ethiopian Airlines,,,,,,2025-09-23T16:39:00.000,,GOI,VOGO,2025-09-23T16:50:00.000,,2025-09-23T15:52:00.000,2025-09-23T15:52:00.000,,22,2025-09-23T15:52:00.000,2025-09-23T15:30:00.000,,BOM,VABB,2025-09-23T15:30:00.000,2,ET1153,ETH1153,1153,ai,aic,air india,ai2745,aic2745,2745
174,,active,departure,SQ,SIA,Singapore Airlines,,,,,,2025-09-23T16:39:00.000,,GOI,VOGO,2025-09-23T16:50:00.000,,2025-09-23T15:52:00.000,2025-09-23T15:52:00.000,,22,2025-09-23T15:52:00.000,2025-09-23T15:30:00.000,,BOM,VABB,2025-09-23T15:30:00.000,2,SQ4979,SIA4979,4979,ai,aic,air india,ai2745,aic2745,2745
175,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T16:39:00.000,,GOI,VOGO,2025-09-23T16:50:00.000,,2025-09-23T15:52:00.000,2025-09-23T15:52:00.000,,22,2025-09-23T15:52:00.000,2025-09-23T15:30:00.000,,BOM,VABB,2025-09-23T15:30:00.000,2,AI2745,AIC2745,2745,,,,,,
176,,active,departure,VS,VIR,Virgin Atlantic,,,,4,,2025-09-23T17:28:00.000,,RPR,VERP,2025-09-23T17:25:00.000,,2025-09-23T15:57:00.000,2025-09-23T15:57:00.000,,28,2025-09-23T15:57:00.000,2025-09-23T15:37:00.000,,BOM,VABB,2025-09-23T15:30:00.000,2,VS8605,VIR8605,8605,6e,igo,indigo,6e2723,igo2723,2723
177,,active,departure,6E,IGO,IndiGo,,,,4,,2025-09-23T17:28:00.000,,RPR,VERP,2025-09-23T17:25:00.000,,2025-09-23T15:57:00.000,2025-09-23T15:57:00.000,,28,2025-09-23T15:57:00.000,2025-09-23T15:37:00.000,,BOM,VABB,2025-09-23T15:30:00.000,2,6E2723,IGO2723,2723,,,,,,
178,,active,departure,BA,BAW,British Airways,,,,2,,2025-09-23T17:37:00.000,,MAA,VOMM,2025-09-23T17:35:00.000,1,2025-09-23T16:03:00.000,2025-09-23T16:03:00.000,,29,2025-09-23T16:03:00.000,2025-09-23T15:38:00.000,22,BOM,VABB,2025-09-23T15:35:00.000,1,BA8791,BAW8791,8791,6e,igo,indigo,6e5196,igo5196,5196
179,,active,departure,VS,VIR,Virgin Atlantic,,,,2,,2025-09-23T17:37:00.000,,MAA,VOMM,2025-09-23T17:35:00.000,1,2025-09-23T16:03:00.000,2025-09-23T16:03:00.000,,29,2025-09-23T16:03:00.000,2025-09-23T15:38:00.000,22,BOM,VABB,2025-09-23T15:35:00.000,1,VS8592,VIR8592,8592,6e,igo,indigo,6e5196,igo5196,5196
180,,active,departure,6E,IGO,IndiGo,,,,2,,2025-09-23T17:37:00.000,,MAA,VOMM,2025-09-23T17:35:00.000,1,2025-09-23T16:03:00.000,2025-09-23T16:03:00.000,,29,2025-09-23T16:03:00.000,2025-09-23T15:38:00.000,22,BOM,VABB,2025-09-23T15:35:00.000,1,6E5196,IGO5196,5196,,,,,,
181,,active,departure,6E,IGO,IndiGo,,,,29,,2025-09-23T17:58:00.000,,JRG,VEJH,2025-09-23T17:30:00.000,,2025-09-23T16:08:00.000,2025-09-23T16:08:00.000,,34,2025-09-23T16:08:00.000,2025-09-23T15:53:00.000,,BOM,VABB,2025-09-23T15:35:00.000,2,6E6275,IGO6275,6275,,,,,,
182,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T17:31:00.000,,VGA,VOBZ,2025-09-23T17:45:00.000,,2025-09-23T16:06:00.000,2025-09-23T16:06:00.000,,11,2025-09-23T16:06:00.000,2025-09-23T15:43:00.000,87B,BOM,VABB,2025-09-23T15:55:00.000,2,AI598,AIC598,598,,,,,,
183,,active,departure,SQ,SIA,Singapore Airlines,,,4,,,2025-09-23T17:22:00.000,,HYD,VOHS,2025-09-23T17:35:00.000,,2025-09-23T16:14:00.000,2025-09-23T16:14:00.000,,14,2025-09-23T16:14:00.000,2025-09-23T15:50:00.000,,BOM,VABB,2025-09-23T16:00:00.000,2,SQ4849,SIA4849,4849,ai,aic,air india,ai2531,aic2531,2531
184,,active,departure,AI,AIC,Air India,,,4,,,2025-09-23T17:22:00.000,,HYD,VOHS,2025-09-23T17:35:00.000,,2025-09-23T16:14:00.000,2025-09-23T16:14:00.000,,14,2025-09-23T16:14:00.000,2025-09-23T15:50:00.000,,BOM,VABB,2025-09-23T16:00:00.000,2,AI2531,AIC2531,2531,,,,,,
185,,active,departure,AI,AIC,Air India,,,4,,,2025-09-23T18:09:00.000,,DEL,VIDP,2025-09-23T18:30:00.000,3,2025-09-23T16:22:00.000,2025-09-23T16:22:00.000,,22,2025-09-23T16:22:00.000,2025-09-23T16:03:00.000,51,BOM,VABB,2025-09-23T16:00:00.000,2,AI2687,AIC2687,2687,,,,,,
186,,active,departure,EK,UAE,Emirates,,,7,,,2025-09-23T17:09:00.000,,DXB,OMDB,2025-09-23T17:40:00.000,3,2025-09-23T16:19:00.000,2025-09-23T16:19:00.000,,19,2025-09-23T16:19:00.000,2025-09-23T15:56:00.000,78,BOM,VABB,2025-09-23T16:00:00.000,2,EK507,UAE507,507,,,,,,
187,,active,departure,JL,JTL,Jet Linx Aviation,,,007,,,2025-09-23T18:00:00.000,,DEL,VIDP,2025-09-23T18:15:00.000,1,2025-09-23T16:16:00.000,2025-09-23T16:16:00.000,,17,2025-09-23T16:16:00.000,2025-09-23T15:55:00.000,49,BOM,VABB,2025-09-23T16:00:00.000,2,JL9268,JTL9268,9268,6e,igo,indigo,6e359,igo359,359
188,,active,departure,QF,QFA,Qantas,,,007,,,2025-09-23T18:00:00.000,,DEL,VIDP,2025-09-23T18:15:00.000,1,2025-09-23T16:16:00.000,2025-09-23T16:16:00.000,,17,2025-09-23T16:16:00.000,2025-09-23T15:55:00.000,49,BOM,VABB,2025-09-23T16:00:00.000,2,QF5286,QFA5286,5286,6e,igo,indigo,6e359,igo359,359
189,,active,departure,VS,VIR,Virgin Atlantic,,,007,,,2025-09-23T18:00:00.000,,DEL,VIDP,2025-09-23T18:15:00.000,1,2025-09-23T16:16:00.000,2025-09-23T16:16:00.000,,17,2025-09-23T16:16:00.000,2025-09-23T15:55:00.000,49,BOM,VABB,2025-09-23T16:00:00.000,2,VS9157,VIR9157,9157,6e,igo,indigo,6e359,igo359,359
190,,active,departure,6E,IGO,IndiGo,,,007,,,2025-09-23T18:00:00.000,,DEL,VIDP,2025-09-23T18:15:00.000,1,2025-09-23T16:16:00.000,2025-09-23T16:16:00.000,,17,2025-09-23T16:16:00.000,2025-09-23T15:55:00.000,49,BOM,VABB,2025-09-23T16:00:00.000,2,6E359,IGO359,359,,,,,,
191,,active,departure,6E,IGO,IndiGo,,,,,,,,CCU,VECC,2025-09-23T18:35:00.000,,,,,55,,2025-09-23T16:55:00.000,,BOM,VABB,2025-09-23T16:00:00.000,2,6E8069,IGO8069,8069,,,,,,
192,,active,departure,VS,VIR,Virgin Atlantic,,,3,3,,2025-09-23T17:33:00.000,,IXE,VOML,2025-09-23T17:30:00.000,,2025-09-23T16:27:00.000,2025-09-23T16:27:00.000,,22,2025-09-23T16:27:00.000,2025-09-23T16:10:00.000,50,BOM,VABB,2025-09-23T16:05:00.000,2,VS8573,VIR8573,8573,6e,igo,indigo,6e841,igo841,841
193,,active,departure,6E,IGO,IndiGo,,,3,3,,2025-09-23T17:33:00.000,,IXE,VOML,2025-09-23T17:30:00.000,,2025-09-23T16:27:00.000,2025-09-23T16:27:00.000,,22,2025-09-23T16:27:00.000,2025-09-23T16:10:00.000,50,BOM,VABB,2025-09-23T16:05:00.000,2,6E841,IGO841,841,,,,,,
194,,active,departure,VS,VIR,Virgin Atlantic,,,,1,,2025-09-23T18:30:00.000,,BBI,VEBS,2025-09-23T18:30:00.000,1,2025-09-23T16:30:00.000,2025-09-23T16:30:00.000,,20,2025-09-23T16:30:00.000,2025-09-23T16:07:00.000,,BOM,VABB,2025-09-23T16:10:00.000,2,VS8485,VIR8485,8485,6e,igo,indigo,6e463,igo463,463
195,,active,departure,6E,IGO,IndiGo,,,,1,,2025-09-23T18:30:00.000,,BBI,VEBS,2025-09-23T18:30:00.000,1,2025-09-23T16:30:00.000,2025-09-23T16:30:00.000,,20,2025-09-23T16:30:00.000,2025-09-23T16:07:00.000,,BOM,VABB,2025-09-23T16:10:00.000,2,6E463,IGO463,463,,,,,,
196,,active,departure,AI,AIC,Air India,,,1,3,,2025-09-23T18:18:00.000,,JAI,VIJP,2025-09-23T18:15:00.000,2,2025-09-23T16:51:00.000,2025-09-23T16:51:00.000,,37,2025-09-23T16:51:00.000,2025-09-23T16:28:00.000,40A,BOM,VABB,2025-09-23T16:15:00.000,2,AI9718,AIC9718,9718,ix,axb,air india express,ix1214,axb1214,1214
197,,active,departure,IX,AXB,Air India Express,,,1,3,,2025-09-23T18:18:00.000,,JAI,VIJP,2025-09-23T18:15:00.000,2,2025-09-23T16:51:00.000,2025-09-23T16:51:00.000,,37,2025-09-23T16:51:00.000,2025-09-23T16:28:00.000,40A,BOM,VABB,2025-09-23T16:15:00.000,2,IX1214,AXB1214,1214,,,,,,
198,,active,departure,AI,AIC,Air India,,,4,,,2025-09-23T17:37:00.000,,DXB,OMDB,2025-09-23T17:55:00.000,1,2025-09-23T16:38:00.000,2025-09-23T16:38:00.000,,18,2025-09-23T16:38:00.000,2025-09-23T16:15:00.000,85B,BOM,VABB,2025-09-23T16:20:00.000,2,AI919,AIC919,919,,,,,,
199,,active,departure,6E,IGO,IndiGo,,,,3,,2025-09-23T22:42:00.000,,BKK,VTBS,2025-09-23T22:40:00.000,,2025-09-23T16:57:00.000,2025-09-23T16:57:00.000,,37,2025-09-23T16:57:00.000,2025-09-23T16:25:00.000,69A,BOM,VABB,2025-09-23T16:20:00.000,2,6E1059,IGO1059,1059,,,,,,
200,,active,departure,AI,AIC,Air India,,,3,,,2025-09-23T17:43:00.000,,DXB,OMDB,2025-09-23T18:15:00.000,1,2025-09-23T16:43:00.000,2025-09-23T16:43:00.000,,19,2025-09-23T16:43:00.000,2025-09-23T16:19:00.000,48A,BOM,VABB,2025-09-23T16:25:00.000,2,AI2201,AIC2201,2201,,,,,,
201,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T19:13:00.000,,CCU,VECC,2025-09-23T19:15:00.000,,2025-09-23T16:46:00.000,2025-09-23T16:46:00.000,,22,2025-09-23T16:46:00.000,2025-09-23T16:21:00.000,47,BOM,VABB,2025-09-23T16:25:00.000,2,AI2481,AIC2481,2481,,,,,,
202,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,IDR,VAID,2025-09-23T17:50:00.000,,,,,20,,2025-09-23T16:45:00.000,86,BOM,VABB,2025-09-23T16:25:00.000,2,VS8567,VIR8567,8567,6e,igo,indigo,6e6599,igo6599,6599
203,,active,departure,6E,IGO,IndiGo,,,,,,,,IDR,VAID,2025-09-23T17:50:00.000,,,,,20,,2025-09-23T16:45:00.000,86,BOM,VABB,2025-09-23T16:25:00.000,2,6E6599,IGO6599,6599,,,,,,
204,,active,departure,VS,VIR,Virgin Atlantic,,,3,,,2025-09-23T18:18:00.000,,JAI,VIJP,2025-09-23T18:20:00.000,T2,2025-09-23T16:55:00.000,2025-09-23T16:55:00.000,,25,2025-09-23T16:55:00.000,2025-09-23T16:25:00.000,47,BOM,VABB,2025-09-23T16:30:00.000,2,VS8577,VIR8577,8577,6e,igo,indigo,6e241,igo241,241
205,,active,departure,6E,IGO,IndiGo,,,3,,,2025-09-23T18:18:00.000,,JAI,VIJP,2025-09-23T18:20:00.000,T2,2025-09-23T16:55:00.000,2025-09-23T16:55:00.000,,25,2025-09-23T16:55:00.000,2025-09-23T16:25:00.000,47,BOM,VABB,2025-09-23T16:30:00.000,2,6E241,IGO241,241,,,,,,
206,,active,departure,VS,VIR,Virgin Atlantic,,,,4,,2025-09-23T18:54:00.000,,IXC,VICG,2025-09-23T18:50:00.000,,2025-09-23T17:02:00.000,2025-09-23T17:02:00.000,,28,2025-09-23T17:02:00.000,2025-09-23T16:40:00.000,25,BOM,VABB,2025-09-23T16:35:00.000,1,VS8569,VIR8569,8569,6e,igo,indigo,6e5146,igo5146,5146
207,,active,departure,6E,IGO,IndiGo,,,,4,,2025-09-23T18:54:00.000,,IXC,VICG,2025-09-23T18:50:00.000,,2025-09-23T17:02:00.000,2025-09-23T17:02:00.000,,28,2025-09-23T17:02:00.000,2025-09-23T16:40:00.000,25,BOM,VABB,2025-09-23T16:35:00.000,1,6E5146,IGO5146,5146,,,,,,
208,,active,departure,BA,BAW,British Airways,,,02,,,2025-09-23T18:30:00.000,A7,BLR,VOBL,2025-09-23T18:35:00.000,1,2025-09-23T17:10:00.000,2025-09-23T17:10:00.000,,36,2025-09-23T17:10:00.000,2025-09-23T16:46:00.000,23,BOM,VABB,2025-09-23T16:35:00.000,1,BA8770,BAW8770,8770,6e,igo,indigo,6e5221,igo5221,5221
209,,active,departure,JL,JTL,Jet Linx Aviation,,,02,,,2025-09-23T18:30:00.000,A7,BLR,VOBL,2025-09-23T18:35:00.000,1,2025-09-23T17:10:00.000,2025-09-23T17:10:00.000,,36,2025-09-23T17:10:00.000,2025-09-23T16:46:00.000,23,BOM,VABB,2025-09-23T16:35:00.000,1,JL9766,JTL9766,9766,6e,igo,indigo,6e5221,igo5221,5221
210,,active,departure,QF,QFA,Qantas,,,02,,,2025-09-23T18:30:00.000,A7,BLR,VOBL,2025-09-23T18:35:00.000,1,2025-09-23T17:10:00.000,2025-09-23T17:10:00.000,,36,2025-09-23T17:10:00.000,2025-09-23T16:46:00.000,23,BOM,VABB,2025-09-23T16:35:00.000,1,QF5074,QFA5074,5074,6e,igo,indigo,6e5221,igo5221,5221
211,,active,departure,VS,VIR,Virgin Atlantic,,,02,,,2025-09-23T18:30:00.000,A7,BLR,VOBL,2025-09-23T18:35:00.000,1,2025-09-23T17:10:00.000,2025-09-23T17:10:00.000,,36,2025-09-23T17:10:00.000,2025-09-23T16:46:00.000,23,BOM,VABB,2025-09-23T16:35:00.000,1,VS8497,VIR8497,8497,6e,igo,indigo,6e5221,igo5221,5221
212,,active,departure,6E,IGO,IndiGo,,,02,,,2025-09-23T18:30:00.000,A7,BLR,VOBL,2025-09-23T18:35:00.000,1,2025-09-23T17:10:00.000,2025-09-23T17:10:00.000,,36,2025-09-23T17:10:00.000,2025-09-23T16:46:00.000,23,BOM,VABB,2025-09-23T16:35:00.000,1,6E5221,IGO5221,5221,,,,,,
213,,active,departure,ET,ETH,Ethiopian Airlines,,,5A,,,2025-09-23T18:18:00.000,D9,BLR,VOBL,2025-09-23T18:45:00.000,2,2025-09-23T16:59:00.000,2025-09-23T16:59:00.000,,19,2025-09-23T16:59:00.000,2025-09-23T16:38:00.000,65A,BOM,VABB,2025-09-23T16:40:00.000,2,ET4409,ETH4409,4409,ai,aic,air india,ai2607,aic2607,2607
214,,active,departure,AI,AIC,Air India,,,5A,,,2025-09-23T18:18:00.000,D9,BLR,VOBL,2025-09-23T18:45:00.000,2,2025-09-23T16:59:00.000,2025-09-23T16:59:00.000,,19,2025-09-23T16:59:00.000,2025-09-23T16:38:00.000,65A,BOM,VABB,2025-09-23T16:40:00.000,2,AI2607,AIC2607,2607,,,,,,
215,,unknown,departure,MH,MAS,Malaysia Airlines,,,,,,,,KUL,WMKK,2025-09-24T00:30:00.000,,,,,,,,,BOM,VABB,2025-09-23T16:45:00.000,,MH6247,MAS6247,6247,,,,,,
216,,active,departure,QP,AKJ,Akasa Air,,,10,3,,2025-09-23T19:47:00.000,,CCU,VECC,2025-09-23T19:45:00.000,,2025-09-23T17:22:00.000,2025-09-23T17:22:00.000,,32,2025-09-23T17:22:00.000,2025-09-23T16:50:00.000,27,BOM,VABB,2025-09-23T16:50:00.000,1,QP1124,AKJ1124,1124,,,,,,
217,,active,departure,OG,SDG,Star Air,,,,,,2025-09-23T17:51:00.000,,IXG,VOBM,2025-09-23T18:00:00.000,,2025-09-23T17:08:00.000,2025-09-23T17:08:00.000,,18,2025-09-23T17:08:00.000,2025-09-23T16:46:00.000,2,BOM,VABB,2025-09-23T16:50:00.000,1,OG112,SDG112,112,,,,,,
