status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber,orig_country,dest_country,departure_hour,arrival_hour,departure_delay_flag,arrival_delay_flag,total_delay,flight_type,flight_duration
landed,arrival,JL,Jet Linx Aviation,2025-09-23 11:45:00,,2025-09-23 11:41:00,BOM,2025-09-23 12:00:00,2025-09-23 10:24:00,14.0,2025-09-23 10:10:00,BLR,2025-09-23 10:10:00,JL9753,India,India,10,12,True,False,14.0,Domestic,81.0
landed,arrival,QF,Qantas,2025-09-23 11:45:00,,2025-09-23 11:41:00,BOM,2025-09-23 12:00:00,2025-09-23 10:24:00,14.0,2025-09-23 10:10:00,BLR,2025-09-23 10:10:00,QF5065,India,India,10,12,True,False,14.0,Domestic,81.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 11:45:00,,2025-09-23 11:41:00,BOM,2025-09-23 12:00:00,2025-09-23 10:24:00,14.0,2025-09-23 10:10:00,BLR,2025-09-23 10:10:00,VS8337,India,India,10,12,True,False,14.0,Domestic,81.0
landed,arrival,6E,IndiGo,2025-09-23 11:45:00,,2025-09-23 11:41:00,BOM,2025-09-23 12:00:00,2025-09-23 10:24:00,14.0,2025-09-23 10:10:00,BLR,2025-09-23 10:10:00,6E5051,India,India,10,12,True,False,14.0,Domestic,81.0
unknown,arrival,VS,Virgin Atlantic,,,,BOM,2025-09-23 12:05:00,,,2025-09-23 08:58:00,CCU,2025-09-23 09:10:00,VS8631,India,India,9,12,False,False,0.0,Domestic,
unknown,arrival,6E,IndiGo,,,,BOM,2025-09-23 12:05:00,,,2025-09-23 08:58:00,CCU,2025-09-23 09:10:00,6E5297,India,India,9,12,False,False,0.0,Domestic,
landed,arrival,AI,Air India,2025-09-23 11:27:00,,2025-09-23 11:28:00,BOM,2025-09-23 12:10:00,2025-09-23 10:02:00,,2025-09-23 09:48:00,JAI,2025-09-23 10:05:00,AI9717,India,India,10,12,False,False,0.0,Domestic,85.0
landed,arrival,IX,Air India Express,2025-09-23 11:27:00,,2025-09-23 11:28:00,BOM,2025-09-23 12:10:00,2025-09-23 10:02:00,,2025-09-23 09:48:00,JAI,2025-09-23 10:05:00,IX1071,India,India,10,12,False,False,0.0,Domestic,85.0
landed,arrival,QP,Akasa Air,2025-09-23 11:47:00,,2025-09-23 11:47:00,BOM,2025-09-23 12:10:00,2025-09-23 09:59:00,5.0,2025-09-23 09:55:00,VNS,2025-09-23 09:55:00,QP1492,India,India,9,12,True,False,5.0,Domestic,108.0
landed,arrival,QP,Akasa Air,2025-09-23 12:04:00,,2025-09-23 12:05:00,BOM,2025-09-23 12:15:00,2025-09-23 10:22:00,22.0,2025-09-23 10:00:00,DEL,2025-09-23 10:00:00,QP1411,India,India,10,12,True,False,22.0,Domestic,102.0
landed,arrival,BA,British Airways,2025-09-23 11:45:00,,2025-09-23 11:44:00,BOM,2025-09-23 12:20:00,2025-09-23 10:10:00,5.0,2025-09-23 10:05:00,CJB,2025-09-23 10:05:00,BA7929,India,India,10,12,True,False,5.0,Domestic,95.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 11:45:00,,2025-09-23 11:44:00,BOM,2025-09-23 12:20:00,2025-09-23 10:10:00,5.0,2025-09-23 10:05:00,CJB,2025-09-23 10:05:00,VS8649,India,India,10,12,True,False,5.0,Domestic,95.0
landed,arrival,6E,IndiGo,2025-09-23 11:45:00,,2025-09-23 11:44:00,BOM,2025-09-23 12:20:00,2025-09-23 10:10:00,5.0,2025-09-23 10:05:00,CJB,2025-09-23 10:05:00,6E5109,India,India,10,12,True,False,5.0,Domestic,95.0
landed,arrival,JL,Jet Linx Aviation,2025-09-23 11:52:00,,2025-09-23 11:52:00,BOM,2025-09-23 12:20:00,2025-09-23 10:17:00,17.0,2025-09-23 10:00:00,DEL,2025-09-23 10:00:00,JL9259,India,India,10,12,True,False,17.0,Domestic,95.0
landed,arrival,QF,Qantas,2025-09-23 11:52:00,,2025-09-23 11:52:00,BOM,2025-09-23 12:20:00,2025-09-23 10:17:00,17.0,2025-09-23 10:00:00,DEL,2025-09-23 10:00:00,QF5287,India,India,10,12,True,False,17.0,Domestic,95.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 11:52:00,,2025-09-23 11:52:00,BOM,2025-09-23 12:20:00,2025-09-23 10:17:00,17.0,2025-09-23 10:00:00,DEL,2025-09-23 10:00:00,VS8742,India,India,10,12,True,False,17.0,Domestic,95.0
landed,arrival,6E,IndiGo,2025-09-23 11:52:00,,2025-09-23 11:52:00,BOM,2025-09-23 12:20:00,2025-09-23 10:17:00,17.0,2025-09-23 10:00:00,DEL,2025-09-23 10:00:00,6E6328,India,India,10,12,True,False,17.0,Domestic,95.0
landed,arrival,BA,British Airways,2025-09-23 12:04:00,,2025-09-23 12:02:00,BOM,2025-09-23 12:25:00,2025-09-23 11:09:00,14.0,2025-09-23 10:55:00,AMD,2025-09-23 10:55:00,BA7985,India,India,10,12,True,False,14.0,Domestic,55.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:04:00,,2025-09-23 12:02:00,BOM,2025-09-23 12:25:00,2025-09-23 11:09:00,14.0,2025-09-23 10:55:00,AMD,2025-09-23 10:55:00,VS8277,India,India,10,12,True,False,14.0,Domestic,55.0
landed,arrival,6E,IndiGo,2025-09-23 12:04:00,,2025-09-23 12:02:00,BOM,2025-09-23 12:25:00,2025-09-23 11:09:00,14.0,2025-09-23 10:55:00,AMD,2025-09-23 10:55:00,6E6267,India,India,10,12,True,False,14.0,Domestic,55.0
landed,arrival,LH,Lufthansa,2025-09-23 12:13:00,,2025-09-23 12:14:00,BOM,2025-09-23 12:30:00,2025-09-23 10:41:00,32.0,2025-09-23 10:10:00,COK,2025-09-23 10:10:00,LH5269,India,India,10,12,True,False,32.0,Domestic,92.0
landed,arrival,LX,SWISS,2025-09-23 12:13:00,,2025-09-23 12:14:00,BOM,2025-09-23 12:30:00,2025-09-23 10:41:00,32.0,2025-09-23 10:10:00,COK,2025-09-23 10:10:00,LX9893,India,India,10,12,True,False,32.0,Domestic,92.0
landed,arrival,AI,Air India,2025-09-23 12:13:00,,2025-09-23 12:14:00,BOM,2025-09-23 12:30:00,2025-09-23 10:41:00,32.0,2025-09-23 10:10:00,COK,2025-09-23 10:10:00,AI2640,India,India,10,12,True,False,32.0,Domestic,92.0
landed,arrival,AI,Air India,2025-09-23 11:59:00,,2025-09-23 11:59:00,BOM,2025-09-23 12:35:00,2025-09-23 10:42:00,13.0,2025-09-23 10:30:00,BLR,2025-09-23 10:30:00,AI2852,India,India,10,12,True,False,13.0,Domestic,77.0
landed,arrival,SQ,Singapore Airlines,2025-09-23 12:08:00,,2025-09-23 12:06:00,BOM,2025-09-23 12:35:00,2025-09-23 10:33:00,18.0,2025-09-23 10:08:00,DEL,2025-09-23 10:15:00,SQ4865,India,India,10,12,True,False,18.0,Domestic,95.0
landed,arrival,AI,Air India,2025-09-23 12:08:00,,2025-09-23 12:06:00,BOM,2025-09-23 12:35:00,2025-09-23 10:33:00,18.0,2025-09-23 10:08:00,DEL,2025-09-23 10:15:00,AI2995,India,India,10,12,True,False,18.0,Domestic,95.0
landed,arrival,EY,Etihad Airways,2025-09-23 12:22:00,,2025-09-23 12:20:00,BOM,2025-09-23 12:40:00,2025-09-23 08:05:00,16.0,2025-09-23 08:00:00,AUH,2025-09-23 07:50:00,EY202,United Arab Emirates,India,7,12,True,False,16.0,International,257.0
landed,arrival,SG,SpiceJet,2025-09-23 12:23:00,,2025-09-23 12:20:00,BOM,2025-09-23 12:40:00,2025-09-23 10:13:00,23.0,2025-09-23 10:05:00,DBR,2025-09-23 09:50:00,SG116,,India,9,12,True,False,23.0,International,130.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:20:00,,2025-09-23 12:20:00,BOM,2025-09-23 12:40:00,2025-09-23 10:41:00,17.0,2025-09-23 10:25:00,VNS,2025-09-23 10:25:00,VS9566,India,India,10,12,True,False,17.0,Domestic,99.0
landed,arrival,6E,IndiGo,2025-09-23 12:20:00,,2025-09-23 12:20:00,BOM,2025-09-23 12:40:00,2025-09-23 10:41:00,17.0,2025-09-23 10:25:00,VNS,2025-09-23 10:25:00,6E6544,India,India,10,12,True,False,17.0,Domestic,99.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:29:00,,2025-09-23 12:28:00,BOM,2025-09-23 12:45:00,2025-09-23 11:15:00,5.0,2025-09-23 11:10:00,IXE,2025-09-23 11:10:00,VS9234,India,India,11,12,True,False,5.0,Domestic,74.0
landed,arrival,6E,IndiGo,2025-09-23 12:29:00,,2025-09-23 12:28:00,BOM,2025-09-23 12:45:00,2025-09-23 11:15:00,5.0,2025-09-23 11:10:00,IXE,2025-09-23 11:10:00,6E832,India,India,11,12,True,False,5.0,Domestic,74.0
landed,arrival,6E,IndiGo,2025-09-23 12:29:00,,2025-09-23 12:29:00,BOM,2025-09-23 12:45:00,2025-09-23 11:03:00,14.0,2025-09-23 10:50:00,CCJ,2025-09-23 10:50:00,6E6932,India,India,10,12,True,False,14.0,Domestic,86.0
landed,arrival,QP,Akasa Air,2025-09-23 12:56:00,7.0,2025-09-23 12:56:00,BOM,2025-09-23 12:50:00,2025-09-23 09:59:00,5.0,2025-09-23 09:55:00,GAU,2025-09-23 09:55:00,QP1507,India,India,9,12,True,True,12.0,Domestic,177.0
landed,arrival,6E,IndiGo,2025-09-23 12:40:00,,2025-09-23 12:42:00,BOM,2025-09-23 12:50:00,2025-09-23 11:06:00,,2025-09-23 11:10:00,TIR,2025-09-23 11:10:00,6E533,India,India,11,12,False,False,0.0,Domestic,94.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:35:00,,2025-09-23 12:32:00,BOM,2025-09-23 12:50:00,2025-09-23 11:01:00,2.0,2025-09-23 11:00:00,MAA,2025-09-23 11:00:00,VS9463,India,India,11,12,True,False,2.0,Domestic,94.0
landed,arrival,6E,IndiGo,2025-09-23 12:35:00,,2025-09-23 12:32:00,BOM,2025-09-23 12:50:00,2025-09-23 11:01:00,2.0,2025-09-23 11:00:00,MAA,2025-09-23 11:00:00,6E5214,India,India,11,12,True,False,2.0,Domestic,94.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:43:00,,2025-09-23 12:44:00,BOM,2025-09-23 12:55:00,2025-09-23 11:41:00,11.0,2025-09-23 11:30:00,NAG,2025-09-23 11:30:00,VS9545,India,India,11,12,True,False,11.0,Domestic,62.0
landed,arrival,6E,IndiGo,2025-09-23 12:43:00,,2025-09-23 12:44:00,BOM,2025-09-23 12:55:00,2025-09-23 11:41:00,11.0,2025-09-23 11:30:00,NAG,2025-09-23 11:30:00,6E5129,India,India,11,12,True,False,11.0,Domestic,62.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:38:00,,2025-09-23 12:33:00,BOM,2025-09-23 13:05:00,2025-09-23 09:46:00,7.0,2025-09-23 09:26:00,GAU,2025-09-23 09:40:00,VS8806,India,India,9,13,True,False,7.0,Domestic,172.0
landed,arrival,6E,IndiGo,2025-09-23 12:38:00,,2025-09-23 12:33:00,BOM,2025-09-23 13:05:00,2025-09-23 09:46:00,7.0,2025-09-23 09:26:00,GAU,2025-09-23 09:40:00,6E282,India,India,9,13,True,False,7.0,Domestic,172.0
unknown,arrival,9I,Alliance Air,,,,BOM,2025-09-23 13:10:00,,,,DIU,2025-09-23 12:10:00,9I624,India,India,12,13,False,False,0.0,Domestic,
landed,arrival,AI,Air India,2025-09-23 12:38:00,,2025-09-23 12:35:00,BOM,2025-09-23 13:15:00,2025-09-23 10:25:00,15.0,2025-09-23 10:11:00,CCU,2025-09-23 10:10:00,AI2772,India,India,10,13,True,False,15.0,Domestic,133.0
landed,arrival,JL,Jet Linx Aviation,2025-09-23 12:46:00,,2025-09-23 12:47:00,BOM,2025-09-23 13:15:00,2025-09-23 11:23:00,,2025-09-23 11:25:00,BLR,2025-09-23 11:25:00,JL9755,India,India,11,13,False,False,0.0,Domestic,83.0
landed,arrival,QF,Qantas,2025-09-23 12:46:00,,2025-09-23 12:47:00,BOM,2025-09-23 13:15:00,2025-09-23 11:23:00,,2025-09-23 11:25:00,BLR,2025-09-23 11:25:00,QF5057,India,India,11,13,False,False,0.0,Domestic,83.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:46:00,,2025-09-23 12:47:00,BOM,2025-09-23 13:15:00,2025-09-23 11:23:00,,2025-09-23 11:25:00,BLR,2025-09-23 11:25:00,VS8336,India,India,11,13,False,False,0.0,Domestic,83.0
landed,arrival,6E,IndiGo,2025-09-23 12:46:00,,2025-09-23 12:47:00,BOM,2025-09-23 13:15:00,2025-09-23 11:23:00,,2025-09-23 11:25:00,BLR,2025-09-23 11:25:00,6E5011,India,India,11,13,False,False,0.0,Domestic,83.0
landed,arrival,AI,Air India,2025-09-23 12:48:00,,2025-09-23 12:46:00,BOM,2025-09-23 13:20:00,2025-09-23 11:02:00,8.0,2025-09-23 10:48:00,DEL,2025-09-23 10:55:00,AI2425,India,India,10,13,True,False,8.0,Domestic,106.0
landed,arrival,JL,Jet Linx Aviation,2025-09-23 12:51:00,,2025-09-23 12:52:00,BOM,2025-09-23 13:20:00,2025-09-23 11:08:00,8.0,2025-09-23 10:50:00,DEL,2025-09-23 11:00:00,JL9261,India,India,11,13,True,False,8.0,Domestic,103.0
landed,arrival,QF,Qantas,2025-09-23 12:51:00,,2025-09-23 12:52:00,BOM,2025-09-23 13:20:00,2025-09-23 11:08:00,8.0,2025-09-23 10:50:00,DEL,2025-09-23 11:00:00,QF5291,India,India,11,13,True,False,8.0,Domestic,103.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 12:51:00,,2025-09-23 12:52:00,BOM,2025-09-23 13:20:00,2025-09-23 11:08:00,8.0,2025-09-23 10:50:00,DEL,2025-09-23 11:00:00,VS8737,India,India,11,13,True,False,8.0,Domestic,103.0
landed,arrival,6E,IndiGo,2025-09-23 12:51:00,,2025-09-23 12:52:00,BOM,2025-09-23 13:20:00,2025-09-23 11:08:00,8.0,2025-09-23 10:50:00,DEL,2025-09-23 11:00:00,6E6047,India,India,11,13,True,False,8.0,Domestic,103.0
landed,arrival,6E,IndiGo,2025-09-23 12:54:00,,2025-09-23 12:54:00,BOM,2025-09-23 13:25:00,2025-09-23 05:28:00,,,JED,2025-09-23 05:30:00,6E92,Saudi Arabia,India,5,13,False,False,0.0,International,446.0
landed,arrival,AI,Air India,2025-09-23 13:29:00,,2025-09-23 13:30:00,BOM,2025-09-23 13:30:00,2025-09-23 12:23:00,29.0,2025-09-23 11:55:00,UDR,2025-09-23 11:55:00,AI2580,India,India,11,13,True,False,29.0,Domestic,66.0
landed,arrival,AI,Air India,2025-09-23 13:21:00,,2025-09-23 13:20:00,BOM,2025-09-23 13:40:00,2025-09-23 12:08:00,24.0,2025-09-23 11:39:00,JDH,2025-09-23 11:45:00,AI646,India,India,11,13,True,False,24.0,Domestic,73.0
landed,arrival,SG,SpiceJet,2025-09-23 13:31:00,,2025-09-23 13:29:00,BOM,2025-09-23 13:40:00,2025-09-23 11:40:00,11.0,2025-09-23 11:30:00,GOP,2025-09-23 11:30:00,SG197,India,India,11,13,True,False,11.0,Domestic,111.0
landed,arrival,OV,SalamAir,2025-09-23 13:24:00,,2025-09-23 13:25:00,BOM,2025-09-23 13:40:00,2025-09-23 09:39:00,20.0,2025-09-23 09:20:00,MCT,2025-09-23 09:20:00,OV8019,Oman,India,9,13,True,False,20.0,International,225.0
landed,arrival,WY,Oman Air,2025-09-23 13:24:00,,2025-09-23 13:25:00,BOM,2025-09-23 13:40:00,2025-09-23 09:39:00,20.0,2025-09-23 09:20:00,MCT,2025-09-23 09:20:00,WY203,Oman,India,9,13,True,False,20.0,International,225.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 13:43:00,,2025-09-23 13:41:00,BOM,2025-09-23 13:45:00,2025-09-23 12:32:00,13.0,2025-09-23 12:17:00,HYD,2025-09-23 12:20:00,VS9131,India,India,12,13,True,False,13.0,Domestic,71.0
landed,arrival,6E,IndiGo,2025-09-23 13:43:00,,2025-09-23 13:41:00,BOM,2025-09-23 13:45:00,2025-09-23 12:32:00,13.0,2025-09-23 12:17:00,HYD,2025-09-23 12:20:00,6E5384,India,India,12,13,True,False,13.0,Domestic,71.0
landed,arrival,QP,Akasa Air,2025-09-23 13:53:00,,2025-09-23 13:51:00,BOM,2025-09-23 13:55:00,2025-09-23 12:10:00,21.0,2025-09-23 11:50:00,COK,2025-09-23 11:50:00,QP1519,India,India,11,13,True,False,21.0,Domestic,103.0
landed,arrival,QP,Akasa Air,2025-09-23 13:37:00,,2025-09-23 13:38:00,BOM,2025-09-23 13:55:00,2025-09-23 11:53:00,9.0,2025-09-23 11:45:00,LKO,2025-09-23 11:45:00,QP1526,India,India,11,13,True,False,9.0,Domestic,104.0
landed,arrival,6E,IndiGo,2025-09-23 13:34:00,,2025-09-23 13:35:00,BOM,2025-09-23 14:00:00,2025-09-23 11:41:00,1.0,2025-09-23 11:40:00,DED,2025-09-23 11:40:00,6E205,India,India,11,14,True,False,1.0,Domestic,113.0
landed,arrival,AI,Air India,2025-09-23 13:10:00,,2025-09-23 13:10:00,BOM,2025-09-23 14:05:00,2025-09-23 11:39:00,,2025-09-23 11:45:00,MAA,2025-09-23 11:45:00,AI574,India,India,11,14,False,False,0.0,Domestic,91.0
landed,arrival,SQ,Singapore Airlines,2025-09-23 13:21:00,,2025-09-23 13:21:00,BOM,2025-09-23 14:05:00,2025-09-23 07:04:00,,,RUH,2025-09-23 07:15:00,SQ4982,Saudi Arabia,India,7,14,False,False,0.0,International,377.0
landed,arrival,AI,Air India,2025-09-23 13:21:00,,2025-09-23 13:21:00,BOM,2025-09-23 14:05:00,2025-09-23 07:04:00,,,RUH,2025-09-23 07:15:00,AI922,Saudi Arabia,India,7,14,False,False,0.0,International,377.0
landed,arrival,NZ,Air New Zealand,2025-09-23 13:06:00,,2025-09-23 13:08:00,BOM,2025-09-23 14:05:00,2025-09-23 10:47:00,18.0,2025-09-23 10:30:00,SIN,2025-09-23 10:30:00,NZ4306,Singapore,India,10,14,True,False,18.0,International,139.0
landed,arrival,AI,Air India,2025-09-23 13:06:00,,2025-09-23 13:08:00,BOM,2025-09-23 14:05:00,2025-09-23 10:47:00,18.0,2025-09-23 10:30:00,SIN,2025-09-23 10:30:00,AI2106,Singapore,India,10,14,True,False,18.0,International,139.0
landed,arrival,AI,Air India,2025-09-23 13:47:00,,2025-09-23 13:48:00,BOM,2025-09-23 14:05:00,2025-09-23 12:47:00,32.0,2025-09-23 12:25:00,HYD,2025-09-23 12:15:00,AI2534,India,India,12,14,True,False,32.0,Domestic,60.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 14:47:00,37.0,2025-09-23 14:47:00,BOM,2025-09-23 14:10:00,2025-09-23 13:55:00,50.0,2025-09-23 13:15:00,GOI,2025-09-23 13:05:00,VS9007,India,India,13,14,True,True,87.0,Domestic,52.0
landed,arrival,6E,IndiGo,2025-09-23 14:47:00,37.0,2025-09-23 14:47:00,BOM,2025-09-23 14:10:00,2025-09-23 13:55:00,50.0,2025-09-23 13:15:00,GOI,2025-09-23 13:05:00,6E5143,India,India,13,14,True,True,87.0,Domestic,52.0
landed,arrival,JL,Jet Linx Aviation,2025-09-23 13:53:00,,2025-09-23 13:51:00,BOM,2025-09-23 14:10:00,2025-09-23 12:13:00,18.0,2025-09-23 12:07:00,DEL,2025-09-23 11:55:00,JL9263,India,India,11,14,True,False,18.0,Domestic,100.0
landed,arrival,QF,Qantas,2025-09-23 13:53:00,,2025-09-23 13:51:00,BOM,2025-09-23 14:10:00,2025-09-23 12:13:00,18.0,2025-09-23 12:07:00,DEL,2025-09-23 11:55:00,QF5303,India,India,11,14,True,False,18.0,Domestic,100.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 13:53:00,,2025-09-23 13:51:00,BOM,2025-09-23 14:10:00,2025-09-23 12:13:00,18.0,2025-09-23 12:07:00,DEL,2025-09-23 11:55:00,VS8732,India,India,11,14,True,False,18.0,Domestic,100.0
landed,arrival,6E,IndiGo,2025-09-23 13:53:00,,2025-09-23 13:51:00,BOM,2025-09-23 14:10:00,2025-09-23 12:13:00,18.0,2025-09-23 12:07:00,DEL,2025-09-23 11:55:00,6E6051,India,India,11,14,True,False,18.0,Domestic,100.0
landed,arrival,EK,Emirates,2025-09-23 14:04:00,,2025-09-23 14:04:00,BOM,2025-09-23 14:15:00,2025-09-23 09:58:00,29.0,2025-09-23 09:30:00,DXB,2025-09-23 09:30:00,EK506,United Arab Emirates,India,9,14,True,False,29.0,International,246.0
landed,arrival,6E,IndiGo,2025-09-23 13:04:00,,2025-09-23 13:04:00,BOM,2025-09-23 14:15:00,2025-09-23 07:16:00,,,DMM,2025-09-23 07:45:00,6E54,Saudi Arabia,India,7,14,False,False,0.0,International,348.0
landed,arrival,6E,IndiGo,2025-09-23 14:12:00,,2025-09-23 14:12:00,BOM,2025-09-23 14:15:00,2025-09-23 11:51:00,21.0,2025-09-23 11:30:00,HKT,2025-09-23 11:30:00,6E1072,Thailand,India,11,14,True,False,21.0,International,141.0
landed,arrival,AI,Air India,2025-09-23 14:15:00,,2025-09-23 14:14:00,BOM,2025-09-23 14:20:00,2025-09-23 13:09:00,24.0,2025-09-23 13:10:00,BHO,2025-09-23 12:45:00,AI634,India,India,12,14,True,False,24.0,Domestic,66.0
scheduled,arrival,VS,Virgin Atlantic,,172.0,2025-09-23 17:11:00,BOM,2025-09-23 14:20:00,2025-09-23 14:57:00,207.0,2025-09-23 14:25:00,CCU,2025-09-23 11:30:00,VS8630,India,India,11,14,True,True,379.0,Domestic,
scheduled,arrival,6E,IndiGo,,172.0,2025-09-23 17:11:00,BOM,2025-09-23 14:20:00,2025-09-23 14:57:00,207.0,2025-09-23 14:25:00,CCU,2025-09-23 11:30:00,6E5288,India,India,11,14,True,True,379.0,Domestic,
landed,arrival,VS,Virgin Atlantic,2025-09-23 13:49:00,,2025-09-23 13:50:00,BOM,2025-09-23 14:25:00,2025-09-23 11:55:00,5.0,2025-09-23 11:50:00,BBI,2025-09-23 11:50:00,VS8301,India,India,11,14,True,False,5.0,Domestic,114.0
landed,arrival,6E,IndiGo,2025-09-23 13:49:00,,2025-09-23 13:50:00,BOM,2025-09-23 14:25:00,2025-09-23 11:55:00,5.0,2025-09-23 11:50:00,BBI,2025-09-23 11:50:00,6E2304,India,India,11,14,True,False,5.0,Domestic,114.0
landed,arrival,AI,Air India,2025-09-23 14:25:00,,2025-09-23 14:25:00,BOM,2025-09-23 14:30:00,2025-09-23 12:27:00,43.0,2025-09-23 12:15:00,DAC,2025-09-23 11:45:00,AI2184,Bangladesh,India,11,14,True,False,43.0,International,118.0
landed,arrival,JL,Jet Linx Aviation,2025-09-23 13:55:00,,2025-09-23 13:53:00,BOM,2025-09-23 14:30:00,2025-09-23 12:36:00,,2025-09-23 12:40:00,BLR,2025-09-23 12:40:00,JL9757,India,India,12,14,False,False,0.0,Domestic,79.0
landed,arrival,QF,Qantas,2025-09-23 13:55:00,,2025-09-23 13:53:00,BOM,2025-09-23 14:30:00,2025-09-23 12:36:00,,2025-09-23 12:40:00,BLR,2025-09-23 12:40:00,QF5067,India,India,12,14,False,False,0.0,Domestic,79.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 13:55:00,,2025-09-23 13:53:00,BOM,2025-09-23 14:30:00,2025-09-23 12:36:00,,2025-09-23 12:40:00,BLR,2025-09-23 12:40:00,VS8343,India,India,12,14,False,False,0.0,Domestic,79.0
landed,arrival,6E,IndiGo,2025-09-23 13:55:00,,2025-09-23 13:53:00,BOM,2025-09-23 14:30:00,2025-09-23 12:36:00,,2025-09-23 12:40:00,BLR,2025-09-23 12:40:00,6E5069,India,India,12,14,False,False,0.0,Domestic,79.0
scheduled,arrival,6E,IndiGo,,81.0,2025-09-23 15:50:00,BOM,2025-09-23 14:30:00,2025-09-23 13:35:00,95.0,2025-09-23 12:07:00,CCU,2025-09-23 12:00:00,6E8552,India,India,12,14,True,True,176.0,Domestic,
landed,arrival,VS,Virgin Atlantic,2025-09-23 14:20:00,,2025-09-23 14:17:00,BOM,2025-09-23 14:35:00,2025-09-23 13:02:00,27.0,2025-09-23 13:00:00,JLR,2025-09-23 12:35:00,VS9418,India,India,12,14,True,False,27.0,Domestic,78.0
landed,arrival,6E,IndiGo,2025-09-23 14:20:00,,2025-09-23 14:17:00,BOM,2025-09-23 14:35:00,2025-09-23 13:02:00,27.0,2025-09-23 13:00:00,JLR,2025-09-23 12:35:00,6E792,India,India,12,14,True,False,27.0,Domestic,78.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 14:12:00,,2025-09-23 14:07:00,BOM,2025-09-23 14:35:00,2025-09-23 11:36:00,1.0,,IXB,2025-09-23 11:35:00,VS8283,India,India,11,14,True,False,1.0,Domestic,156.0
landed,arrival,6E,IndiGo,2025-09-23 14:12:00,,2025-09-23 14:07:00,BOM,2025-09-23 14:35:00,2025-09-23 11:36:00,1.0,,IXB,2025-09-23 11:35:00,6E5275,India,India,11,14,True,False,1.0,Domestic,156.0
landed,arrival,AI,Air India,2025-09-23 14:09:00,,2025-09-23 14:06:00,BOM,2025-09-23 14:40:00,2025-09-23 13:10:00,5.0,2025-09-23 13:04:00,JGA,2025-09-23 13:05:00,AI648,India,India,13,14,True,False,5.0,Domestic,59.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 14:36:00,,2025-09-23 14:35:00,BOM,2025-09-23 14:40:00,2025-09-23 13:18:00,24.0,2025-09-23 12:55:00,JAI,2025-09-23 12:55:00,VS9280,India,India,12,14,True,False,24.0,Domestic,78.0
landed,arrival,6E,IndiGo,2025-09-23 14:36:00,,2025-09-23 14:35:00,BOM,2025-09-23 14:40:00,2025-09-23 13:18:00,24.0,2025-09-23 12:55:00,JAI,2025-09-23 12:55:00,6E2719,India,India,12,14,True,False,24.0,Domestic,78.0
unknown,arrival,MH,Malaysia Airlines,,,,BOM,2025-09-23 14:45:00,,,,KUL,2025-09-23 12:05:00,MH6246,Malaysia,India,12,14,False,False,0.0,International,
landed,arrival,AI,Air India,2025-09-23 14:59:00,10.0,2025-09-23 14:57:00,BOM,2025-09-23 14:50:00,2025-09-23 14:08:00,49.0,2025-09-23 13:35:00,GOI,2025-09-23 13:20:00,AI2842,India,India,13,14,True,True,59.0,Domestic,51.0
landed,arrival,VS,Virgin Atlantic,2025-09-23 14:18:00,,2025-09-23 14:15:00,BOM,2025-09-23 14:50:00,2025-09-23 12:45:00,1.0,2025-09-23 12:28:00,MAA,2025-09-23 12:45:00,VS9464,India,India,12,14,True,False,1.0,Domestic,93.0
landed,arrival,6E,IndiGo,2025-09-23 14:18:00,,2025-09-23 14:15:00,BOM,2025-09-23 14:50:00,2025-09-23 12:45:00,1.0,2025-09-23 12:28:00,MAA,2025-09-23 12:45:00,6E5258,India,India,12,14,True,False,1.0,Domestic,93.0
landed,arrival,AI,Air India,2025-09-23 14:49:00,,2025-09-23 14:48:00,BOM,2025-09-23 14:55:00,2025-09-23 13:47:00,28.0,2025-09-23 13:40:00,UDR,2025-09-23 13:20:00,AI2594,India,India,13,14,True,False,28.0,Domestic,62.0
landed,arrival,SG,SpiceJet,2025-09-23 14:44:00,,2025-09-23 14:45:00,BOM,2025-09-23 14:55:00,2025-09-23 13:39:00,14.0,2025-09-23 13:25:00,PBD,2025-09-23 13:25:00,SG2906,India,India,13,14,True,False,14.0,Domestic,65.0
