status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber,orig_country,dest_country,departure_hour,arrival_hour,departure_delay_flag,arrival_delay_flag,total_delay,flight_type,flight_duration
active,departure,AI,Air India,,,2025-09-23 19:26:00,DEL,2025-09-23 19:45:00,2025-09-23 17:41:00,17.0,2025-09-23 17:18:00,BOM,2025-09-23 17:25:00,AI2910,India,India,17,19,True,False,17.0,Domestic,
active,departure,6E,IndiGo,,1.0,2025-09-23 19:11:00,RJA,2025-09-23 19:10:00,2025-09-23 17:39:00,14.0,2025-09-23 17:32:00,BOM,2025-09-23 17:25:00,6E582,India,India,17,19,True,True,15.0,Domestic,
active,departure,6E,IndiGo,,1.0,2025-09-23 19:15:00,VGA,2025-09-23 19:15:00,2025-09-23 17:49:00,19.0,2025-09-23 17:30:00,BOM,2025-09-23 17:30:00,6E936,India,India,17,19,True,True,20.0,Domestic,
active,departure,AI,Air India,,,2025-09-23 19:19:00,BLR,2025-09-23 19:30:00,2025-09-23 17:52:00,22.0,2025-09-23 17:32:00,BOM,2025-09-23 17:30:00,AI2849,India,India,17,19,True,False,22.0,Domestic,
active,departure,6E,IndiGo,,,2025-09-23 18:47:00,UDR,2025-09-23 19:05:00,2025-09-23 17:44:00,9.0,2025-09-23 17:35:00,BOM,2025-09-23 17:35:00,6E5173,India,India,17,19,True,False,9.0,Domestic,
active,departure,SQ,Singapore Airlines,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,SQ4839,India,India,17,20,True,False,14.0,Domestic,
active,departure,ET,Ethiopian Airlines,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,ET4411,India,India,17,20,True,False,14.0,Domestic,
active,departure,AI,Air India,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,AI2655,India,India,17,20,True,False,14.0,Domestic,
active,departure,YG,YTO Cargo Airlines,,,,NNG,2025-09-24 04:20:00,,,,BOM,2025-09-23 17:50:00,YG9150,India,China,17,4,False,False,0.0,International,
active,departure,VS,Virgin Atlantic,,,,VTZ,2025-09-23 20:00:00,,,2025-09-23 17:42:00,BOM,2025-09-23 17:55:00,VS8612,India,India,17,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,VTZ,2025-09-23 20:00:00,,,2025-09-23 17:42:00,BOM,2025-09-23 17:55:00,6E5248,India,India,17,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,JED,2025-09-23 20:25:00,,,2025-09-23 17:55:00,BOM,2025-09-23 17:55:00,6E61,India,Saudi Arabia,17,20,False,False,0.0,International,
active,departure,AI,Air India,,,,DEL,2025-09-23 20:25:00,,,2025-09-23 17:50:00,BOM,2025-09-23 18:00:00,AI2440,India,India,18,20,False,False,0.0,Domestic,
active,departure,AA,American Airlines,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,AA9212,India,India,18,20,False,False,0.0,Domestic,
active,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,JL9272,India,India,18,20,False,False,0.0,Domestic,
active,departure,QF,Qantas,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,QF5300,India,India,18,20,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,VS8538,India,India,18,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,6E6082,India,India,18,20,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,MAA,2025-09-23 20:10:00,,,2025-09-23 17:53:00,BOM,2025-09-23 18:05:00,AI573,India,India,18,20,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,CJB,2025-09-23 20:05:00,,,2025-09-23 18:00:00,BOM,2025-09-23 18:05:00,VS8516,India,India,18,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,CJB,2025-09-23 20:05:00,,,2025-09-23 18:00:00,BOM,2025-09-23 18:05:00,6E871,India,India,18,20,False,False,0.0,Domestic,
active,departure,QP,Akasa Air,,,,BLR,2025-09-23 20:15:00,,,2025-09-23 18:15:00,BOM,2025-09-23 18:15:00,QP1955,India,India,18,20,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,CCU,2025-09-23 21:00:00,,,2025-09-23 18:10:00,BOM,2025-09-23 18:15:00,VS8508,India,India,18,21,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,CCU,2025-09-23 21:00:00,,,2025-09-23 18:10:00,BOM,2025-09-23 18:15:00,6E5086,India,India,18,21,False,False,0.0,Domestic,
active,departure,SQ,Singapore Airlines,,,,JED,2025-09-23 21:40:00,,30.0,2025-09-23 18:50:00,BOM,2025-09-23 18:20:00,SQ4983,India,Saudi Arabia,18,21,True,False,30.0,International,
active,departure,AI,Air India,,,,JED,2025-09-23 21:40:00,,30.0,2025-09-23 18:50:00,BOM,2025-09-23 18:20:00,AI931,India,Saudi Arabia,18,21,True,False,30.0,International,
active,departure,AI,Air India,,,,BBI,2025-09-23 20:45:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,AI9536,India,India,18,20,False,False,0.0,Domestic,
active,departure,IX,Air India Express,,,,BBI,2025-09-23 20:45:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,IX1024,India,India,18,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,DXB,2025-09-23 19:50:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,6E1455,India,United Arab Emirates,18,19,False,False,0.0,International,
active,departure,VS,Virgin Atlantic,,,,IXE,2025-09-23 19:55:00,,40.0,2025-09-23 19:00:00,BOM,2025-09-23 18:20:00,VS8574,India,India,18,19,True,False,40.0,Domestic,
active,departure,6E,IndiGo,,,,IXE,2025-09-23 19:55:00,,40.0,2025-09-23 19:00:00,BOM,2025-09-23 18:20:00,6E6549,India,India,18,19,True,False,40.0,Domestic,
active,departure,AI,Air India,,,,GOI,2025-09-23 19:40:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,AI9533,India,India,18,19,False,False,0.0,Domestic,
active,departure,IX,Air India Express,,,,GOI,2025-09-23 19:40:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,IX1243,India,India,18,19,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,AMD,2025-09-23 19:45:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,VS8478,India,India,18,19,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,AMD,2025-09-23 19:45:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,6E5254,India,India,18,19,False,False,0.0,Domestic,
active,departure,SQ,Singapore Airlines,,,,DEL,2025-09-23 20:50:00,,,2025-09-23 18:30:00,BOM,2025-09-23 18:30:00,SQ4866,India,India,18,20,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,DEL,2025-09-23 20:50:00,,,2025-09-23 18:30:00,BOM,2025-09-23 18:30:00,AI2996,India,India,18,20,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,MAA,2025-09-23 20:55:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,AI435,India,India,18,20,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,IDR,2025-09-23 20:05:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,VS8565,India,India,18,20,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,IDR,2025-09-23 20:05:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,6E551,India,India,18,20,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,CCU,2025-09-23 21:35:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,AI2411,India,India,18,21,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,AMD,2025-09-23 20:05:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,AI2493,India,India,18,20,False,False,0.0,Domestic,
active,departure,TK,Turkish Airlines,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,TK4698,India,India,18,21,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,VS8482,India,India,18,21,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,ATQ,2025-09-23 21:00:00,,,2025-09-23 18:45:00,BOM,2025-09-23 18:45:00,6E272,India,India,18,21,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,PAT,2025-09-23 21:15:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:45:00,VS8601,India,India,18,21,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,PAT,2025-09-23 21:15:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:45:00,6E5123,India,India,18,21,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,BLR,2025-09-23 20:35:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,AI2641,India,India,18,20,False,False,0.0,Domestic,
active,departure,QP,Akasa Air,,,,RUH,2025-09-23 20:40:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,QP567,India,Saudi Arabia,18,20,False,False,0.0,International,
active,departure,6E,IndiGo,,,,ALA,2025-09-24 00:25:00,,,2025-09-23 18:50:00,BOM,2025-09-23 18:50:00,6E1817,India,Kazakhstan,18,0,False,False,0.0,International,
active,departure,QP,Akasa Air,,,,CCU,2025-09-23 22:00:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,QP1140,India,India,18,22,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,LKO,2025-09-23 21:05:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,VS8583,India,India,18,21,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,LKO,2025-09-23 21:05:00,,,2025-09-23 18:55:00,BOM,2025-09-23 18:55:00,6E544,India,India,18,21,False,False,0.0,Domestic,
active,departure,AF,Air France,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,AF3353,India,India,19,21,False,False,0.0,Domestic,
active,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,JL9274,India,India,19,21,False,False,0.0,Domestic,
active,departure,QF,Qantas,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,QF5296,India,India,19,21,False,False,0.0,Domestic,
active,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,VS8539,India,India,19,21,False,False,0.0,Domestic,
active,departure,6E,IndiGo,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 18:55:00,BOM,2025-09-23 19:00:00,6E6613,India,India,19,21,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 19:00:00,BOM,2025-09-23 19:00:00,AI2426,India,India,19,21,False,False,0.0,Domestic,
active,departure,QP,Akasa Air,,,,DEL,2025-09-23 21:15:00,,,2025-09-23 19:00:00,BOM,2025-09-23 19:00:00,QP1120,India,India,19,21,False,False,0.0,Domestic,
active,departure,AI,Air India,,,,CJB,2025-09-23 20:55:00,,,2025-09-23 19:05:00,BOM,2025-09-23 19:05:00,AI2732,India,India,19,20,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,AUH,2025-09-23 21:05:00,,10.0,2025-09-23 19:25:00,BOM,2025-09-23 19:15:00,6E1401,India,United Arab Emirates,19,21,True,False,10.0,International,
scheduled,departure,BA,British Airways,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,BA7934,India,India,19,20,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,VS8486,India,India,19,20,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,BDQ,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,6E618,India,India,19,20,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,IXU,2025-09-23 20:25:00,,,2025-09-23 19:20:00,BOM,2025-09-23 19:20:00,6E5027,India,India,19,20,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,AI2408,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,VNS,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,VS8610,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,VNS,2025-09-23 21:45:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:25:00,6E5028,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,EK,Emirates,,,,DXB,2025-09-23 21:05:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:30:00,EK503,India,United Arab Emirates,19,21,False,False,0.0,International,
scheduled,departure,VS,Virgin Atlantic,,,,COK,2025-09-23 21:25:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:30:00,VS8518,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,COK,2025-09-23 21:25:00,,,2025-09-23 19:25:00,BOM,2025-09-23 19:30:00,6E635,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,JL8460,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,QF,Qantas,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,QF5054,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,TK,Turkish Airlines,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,TK4722,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,VS8492,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,6E5032,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,RPR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,VS8604,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,RPR,2025-09-23 21:30:00,,,2025-09-23 19:30:00,BOM,2025-09-23 19:35:00,6E5148,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,NRT,2025-09-24 07:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:40:00,AI8002,India,Japan,19,7,False,False,0.0,International,
scheduled,departure,NH,ANA,,,,NRT,2025-09-24 07:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:40:00,NH830,India,Japan,19,7,False,False,0.0,International,
scheduled,departure,VS,Virgin Atlantic,,,,AMD,2025-09-23 21:05:00,,,2025-09-23 19:35:00,BOM,2025-09-23 19:40:00,VS8479,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,AMD,2025-09-23 21:05:00,,,2025-09-23 19:35:00,BOM,2025-09-23 19:40:00,6E6094,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,COK,2025-09-23 21:45:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,AI693,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,MAA,2025-09-23 21:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:45:00,VS8588,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,MAA,2025-09-23 21:50:00,,,2025-09-23 19:40:00,BOM,2025-09-23 19:45:00,6E5105,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,HYD,2025-09-23 21:25:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,VS8560,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,HYD,2025-09-23 21:25:00,,,2025-09-23 19:45:00,BOM,2025-09-23 19:45:00,6E5326,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,QP,Akasa Air,,,,JED,2025-09-23 22:25:00,,,2025-09-23 19:50:00,BOM,2025-09-23 19:50:00,QP559,India,Saudi Arabia,19,22,False,False,0.0,International,
scheduled,departure,AI,Air India,,,,NAG,2025-09-23 21:30:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2583,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,BLR,2025-09-23 22:05:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2865,India,India,19,22,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,HYD,2025-09-23 21:40:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,AI2875,India,India,19,21,False,False,0.0,Domestic,
scheduled,departure,QP,Akasa Air,,,,JED,2025-09-23 22:30:00,,,2025-09-23 19:55:00,BOM,2025-09-23 19:55:00,QP561,India,Saudi Arabia,19,22,False,False,0.0,International,
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,AI2940,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,IXC,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,VS8571,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,IXC,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,6E5233,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,BA,British Airways,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,BA8778,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,JL9002,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,QF,Qantas,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,QF5290,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,VS8537,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-23 22:15:00,,,2025-09-23 20:00:00,BOM,2025-09-23 20:00:00,6E6049,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,DOH,2025-09-23 21:15:00,,,,BOM,2025-09-23 20:05:00,AI2289,India,Qatar,20,21,False,False,0.0,International,
scheduled,departure,SG,SpiceJet,,,,CCU,2025-09-23 23:00:00,,,2025-09-23 19:55:00,BOM,2025-09-23 20:10:00,SG719,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,BBI,2025-09-23 22:40:00,,,,BOM,2025-09-23 20:15:00,VS8484,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,BBI,2025-09-23 22:40:00,,,,BOM,2025-09-23 20:15:00,6E416,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,CCU,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:15:00,VS8513,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,CCU,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:15:00,6E6287,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,NAG,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:20:00,VS8234,India,India,20,21,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,NAG,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:20:00,6E5147,India,India,20,21,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,DXB,2025-09-23 21:55:00,,,,BOM,2025-09-23 20:25:00,AI983,India,United Arab Emirates,20,21,False,False,0.0,International,
scheduled,departure,QP,Akasa Air,,,,KWI,2025-09-23 22:00:00,,,2025-09-23 20:25:00,BOM,2025-09-23 20:25:00,QP571,India,Kuwait,20,22,False,False,0.0,International,
scheduled,departure,AI,Air India,,,,AMD,2025-09-23 21:40:00,,,,BOM,2025-09-23 20:30:00,AI2585,India,India,20,21,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,BHO,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:30:00,VS8489,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,BHO,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:30:00,6E397,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,GAU,2025-09-23 23:40:00,,,,BOM,2025-09-23 20:30:00,VS8542,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,GAU,2025-09-23 23:40:00,,,,BOM,2025-09-23 20:30:00,6E843,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,DMM,2025-09-23 22:25:00,,,,BOM,2025-09-23 20:40:00,AI935,India,Saudi Arabia,20,22,False,False,0.0,International,
scheduled,departure,AI,Air India,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,AI6224,India,Sri Lanka,20,23,False,False,0.0,International,
scheduled,departure,HM,Air Seychelles,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,HM6247,India,Sri Lanka,20,23,False,False,0.0,International,
scheduled,departure,UL,SriLankan Airlines,,,,CMB,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:40:00,UL144,India,Sri Lanka,20,23,False,False,0.0,International,
scheduled,departure,AF,Air France,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,AF6462,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,JL9772,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,KL,KLM,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,KL4759,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,QF,Qantas,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,QF5078,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,VS8498,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,BLR,2025-09-23 22:45:00,,,,BOM,2025-09-23 20:45:00,6E5252,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,GOI,2025-09-23 22:05:00,,,,BOM,2025-09-23 20:45:00,AI2505,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,LX,SWISS,,,,DEL,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:50:00,LX9855,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,DEL,2025-09-23 23:10:00,,,,BOM,2025-09-23 20:50:00,AI2988,India,India,20,23,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,IDR,2025-09-23 22:10:00,,,2025-09-23 20:40:00,BOM,2025-09-23 20:50:00,VS8563,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,IDR,2025-09-23 22:10:00,,,2025-09-23 20:40:00,BOM,2025-09-23 20:50:00,6E5136,India,India,20,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,JAI,2025-09-23 22:45:00,,,2025-09-23 20:55:00,BOM,2025-09-23 21:00:00,VS8579,India,India,21,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,JAI,2025-09-23 22:45:00,,,2025-09-23 20:55:00,BOM,2025-09-23 21:00:00,6E287,India,India,21,22,False,False,0.0,Domestic,
scheduled,departure,LH,Lufthansa,,,,MAA,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:00:00,LH5523,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,MAA,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:00:00,AI2827,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,JAI,2025-09-23 23:10:00,,,,BOM,2025-09-23 21:10:00,AI2565,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,QP,Akasa Air,,,,AMD,2025-09-23 22:40:00,,,2025-09-23 21:10:00,BOM,2025-09-23 21:10:00,QP1528,India,India,21,22,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,GOI,2025-09-23 22:25:00,,,2025-09-23 21:05:00,BOM,2025-09-23 21:10:00,VS8244,India,India,21,22,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,GOI,2025-09-23 22:25:00,,,2025-09-23 21:05:00,BOM,2025-09-23 21:10:00,6E5137,India,India,21,22,False,False,0.0,Domestic,
scheduled,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,JL9278,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,QF,Qantas,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,QF5266,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,VS8521,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,6E,IndiGo,,,,DEL,2025-09-23 23:30:00,,,,BOM,2025-09-23 21:15:00,6E102,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,AUH,2025-09-23 23:15:00,,,,BOM,2025-09-23 21:30:00,AI945,India,United Arab Emirates,21,23,False,False,0.0,International,
scheduled,departure,LH,Lufthansa,,,,BLR,2025-09-23 23:35:00,,,,BOM,2025-09-23 21:30:00,LH5266,India,India,21,23,False,False,0.0,Domestic,
scheduled,departure,AI,Air India,,,,BLR,2025-09-23 23:35:00,,,,BOM,2025-09-23 21:30:00,AI2401,India,India,21,23,False,False,0.0,Domestic,
