status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber,orig_country,dest_country,departure_hour,arrival_hour,departure_delay_flag,arrival_delay_flag,total_delay,flight_type,flight_duration,arrival.delay_missing,departure.delay_missing,arrival.actualTime_missing,departure.actualTime_missing,arrival.estimatedTime_missing,departure.estimatedTime_missing,flight_duration_missing,total_delay_missing
active,departure,AI,Air India,,,23-09-2025 18:18,BLR,23-09-2025 18:45,23-09-2025 16:59,19,23-09-2025 16:38,BOM,23-09-2025 16:40,AI2607,India,India,16,18,TRUE,FALSE,19,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
unknown,departure,MH,Malaysia Airlines,,,,KUL,24-09-2025 00:30,,,,BOM,23-09-2025 16:45,MH6247,India,Malaysia,16,0,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
active,departure,QP,Akasa Air,,3,23-09-2025 19:47,CCU,23-09-2025 19:45,23-09-2025 17:22,32,23-09-2025 16:50,BOM,23-09-2025 16:50,QP1124,India,India,16,19,TRUE,TRUE,35,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,OG,Star Air,,,23-09-2025 17:51,IXG,23-09-2025 18:00,23-09-2025 17:08,18,23-09-2025 16:46,BOM,23-09-2025 16:50,OG112,India,India,16,18,TRUE,FALSE,18,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,SQ,Singapore Airlines,,,23-09-2025 18:43,JAI,23-09-2025 19:05,23-09-2025 17:18,19,23-09-2025 17:00,BOM,23-09-2025 17:00,SQ4971,India,India,17,19,TRUE,FALSE,19,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 18:43,JAI,23-09-2025 19:05,23-09-2025 17:18,19,23-09-2025 17:00,BOM,23-09-2025 17:00,AI621,India,India,17,19,TRUE,FALSE,19,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,QP,Akasa Air,,2,23-09-2025 19:22,VNS,23-09-2025 19:20,23-09-2025 17:29,30,23-09-2025 17:00,BOM,23-09-2025 17:00,QP1491,India,India,17,19,TRUE,TRUE,32,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AA,American Airlines,,,23-09-2025 19:09,DEL,23-09-2025 19:15,23-09-2025 17:24,25,23-09-2025 17:06,BOM,23-09-2025 17:00,AA9207,India,India,17,19,TRUE,FALSE,25,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,JL,Jet Linx Aviation,,,23-09-2025 19:09,DEL,23-09-2025 19:15,23-09-2025 17:24,25,23-09-2025 17:06,BOM,23-09-2025 17:00,JL8464,India,India,17,19,TRUE,FALSE,25,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,QF,Qantas,,,23-09-2025 19:09,DEL,23-09-2025 19:15,23-09-2025 17:24,25,23-09-2025 17:06,BOM,23-09-2025 17:00,QF5288,India,India,17,19,TRUE,FALSE,25,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,23-09-2025 19:09,DEL,23-09-2025 19:15,23-09-2025 17:24,25,23-09-2025 17:06,BOM,23-09-2025 17:00,VS8528,India,India,17,19,TRUE,FALSE,25,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,23-09-2025 19:09,DEL,23-09-2025 19:15,23-09-2025 17:24,25,23-09-2025 17:06,BOM,23-09-2025 17:00,6E2162,India,India,17,19,TRUE,FALSE,25,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 18:28,AUH,23-09-2025 18:50,23-09-2025 17:27,22,23-09-2025 16:58,BOM,23-09-2025 17:05,AI9053,India,United Arab Emirates,17,18,TRUE,FALSE,22,International,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,IX,Air India Express,,,23-09-2025 18:28,AUH,23-09-2025 18:50,23-09-2025 17:27,22,23-09-2025 16:58,BOM,23-09-2025 17:05,IX257,India,United Arab Emirates,17,18,TRUE,FALSE,22,International,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,4,23-09-2025 18:43,HYD,23-09-2025 18:40,23-09-2025 17:34,25,23-09-2025 17:32,BOM,23-09-2025 17:10,VS8557,India,India,17,18,TRUE,TRUE,29,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,4,23-09-2025 18:43,HYD,23-09-2025 18:40,23-09-2025 17:34,25,23-09-2025 17:32,BOM,23-09-2025 17:10,6E5228,India,India,17,18,TRUE,TRUE,29,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 19:57,JED,23-09-2025 20:40,23-09-2025 17:56,47,23-09-2025 17:45,BOM,23-09-2025 17:10,AI937,India,Saudi Arabia,17,20,TRUE,FALSE,47,International,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,MAA,23-09-2025 19:15,,60,23-09-2025 18:15,BOM,23-09-2025 17:15,VS8590,India,India,17,19,TRUE,FALSE,60,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,MAA,23-09-2025 19:15,,60,23-09-2025 18:15,BOM,23-09-2025 17:15,6E5048,India,India,17,19,TRUE,FALSE,60,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,ET,Ethiopian Airlines,,,,COK,23-09-2025 19:15,,15,23-09-2025 17:35,BOM,23-09-2025 17:20,ET1229,India,India,17,19,TRUE,FALSE,15,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,COK,23-09-2025 19:15,,15,23-09-2025 17:35,BOM,23-09-2025 17:20,AI681,India,India,17,19,TRUE,FALSE,15,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,BA,British Airways,,,23-09-2025 18:17,GOI,23-09-2025 18:30,23-09-2025 17:31,12,23-09-2025 17:15,BOM,23-09-2025 17:20,BA7997,India,India,17,18,TRUE,FALSE,12,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,23-09-2025 18:17,GOI,23-09-2025 18:30,23-09-2025 17:31,12,23-09-2025 17:15,BOM,23-09-2025 17:20,VS8543,India,India,17,18,TRUE,FALSE,12,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,23-09-2025 18:17,GOI,23-09-2025 18:30,23-09-2025 17:31,12,23-09-2025 17:15,BOM,23-09-2025 17:20,6E327,India,India,17,18,TRUE,FALSE,12,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,SQ,Singapore Airlines,,,23-09-2025 19:26,DEL,23-09-2025 19:45,23-09-2025 17:41,17,23-09-2025 17:18,BOM,23-09-2025 17:25,SQ4876,India,India,17,19,TRUE,FALSE,17,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 19:26,DEL,23-09-2025 19:45,23-09-2025 17:41,17,23-09-2025 17:18,BOM,23-09-2025 17:25,AI2910,India,India,17,19,TRUE,FALSE,17,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,1,23-09-2025 19:11,RJA,23-09-2025 19:10,23-09-2025 17:39,14,23-09-2025 17:32,BOM,23-09-2025 17:25,6E582,India,India,17,19,TRUE,TRUE,15,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,1,23-09-2025 19:15,VGA,23-09-2025 19:15,23-09-2025 17:49,19,23-09-2025 17:30,BOM,23-09-2025 17:30,6E936,India,India,17,19,TRUE,TRUE,20,Domestic,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 19:19,BLR,23-09-2025 19:30,23-09-2025 17:52,22,23-09-2025 17:32,BOM,23-09-2025 17:30,AI2849,India,India,17,19,TRUE,FALSE,22,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,23-09-2025 18:47,UDR,23-09-2025 19:05,23-09-2025 17:44,9,23-09-2025 17:35,BOM,23-09-2025 17:35,6E5173,India,India,17,19,TRUE,FALSE,9,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,SQ,Singapore Airlines,,,23-09-2025 19:45,TRV,23-09-2025 20:00,23-09-2025 17:54,14,23-09-2025 17:38,BOM,23-09-2025 17:40,SQ4839,India,India,17,20,TRUE,FALSE,14,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,ET,Ethiopian Airlines,,,23-09-2025 19:45,TRV,23-09-2025 20:00,23-09-2025 17:54,14,23-09-2025 17:38,BOM,23-09-2025 17:40,ET4411,India,India,17,20,TRUE,FALSE,14,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,23-09-2025 19:45,TRV,23-09-2025 20:00,23-09-2025 17:54,14,23-09-2025 17:38,BOM,23-09-2025 17:40,AI2655,India,India,17,20,TRUE,FALSE,14,Domestic,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
active,departure,YG,YTO Cargo Airlines,,,,NNG,24-09-2025 04:20,,,,BOM,23-09-2025 17:50,YG9150,India,China,17,4,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,VTZ,23-09-2025 20:00,,,23-09-2025 17:42,BOM,23-09-2025 17:55,VS8612,India,India,17,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,VTZ,23-09-2025 20:00,,,23-09-2025 17:42,BOM,23-09-2025 17:55,6E5248,India,India,17,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,JED,23-09-2025 20:25,,,23-09-2025 17:55,BOM,23-09-2025 17:55,6.00E+61,India,Saudi Arabia,17,20,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,DEL,23-09-2025 20:25,,,23-09-2025 17:50,BOM,23-09-2025 18:00,AI2440,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AA,American Airlines,,,,DEL,23-09-2025 20:15,,,23-09-2025 17:55,BOM,23-09-2025 18:00,AA9212,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,JL,Jet Linx Aviation,,,,DEL,23-09-2025 20:15,,,23-09-2025 17:55,BOM,23-09-2025 18:00,JL9272,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QF,Qantas,,,,DEL,23-09-2025 20:15,,,23-09-2025 17:55,BOM,23-09-2025 18:00,QF5300,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,DEL,23-09-2025 20:15,,,23-09-2025 17:55,BOM,23-09-2025 18:00,VS8538,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,DEL,23-09-2025 20:15,,,23-09-2025 17:55,BOM,23-09-2025 18:00,6E6082,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,MAA,23-09-2025 20:10,,,23-09-2025 17:53,BOM,23-09-2025 18:05,AI573,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,CJB,23-09-2025 20:05,,,23-09-2025 18:00,BOM,23-09-2025 18:05,VS8516,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,CJB,23-09-2025 20:05,,,23-09-2025 18:00,BOM,23-09-2025 18:05,6E871,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QP,Akasa Air,,,,BLR,23-09-2025 20:15,,,23-09-2025 18:15,BOM,23-09-2025 18:15,QP1955,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,CCU,23-09-2025 21:00,,,23-09-2025 18:10,BOM,23-09-2025 18:15,VS8508,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,CCU,23-09-2025 21:00,,,23-09-2025 18:10,BOM,23-09-2025 18:15,6E5086,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,SQ,Singapore Airlines,,,,JED,23-09-2025 21:40,,30,23-09-2025 18:50,BOM,23-09-2025 18:20,SQ4983,India,Saudi Arabia,18,21,TRUE,FALSE,30,International,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,JED,23-09-2025 21:40,,30,23-09-2025 18:50,BOM,23-09-2025 18:20,AI931,India,Saudi Arabia,18,21,TRUE,FALSE,30,International,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,BBI,23-09-2025 20:45,,,23-09-2025 18:20,BOM,23-09-2025 18:20,AI9536,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,IX,Air India Express,,,,BBI,23-09-2025 20:45,,,23-09-2025 18:20,BOM,23-09-2025 18:20,IX1024,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,DXB,23-09-2025 19:50,,,23-09-2025 18:20,BOM,23-09-2025 18:20,6E1455,India,United Arab Emirates,18,19,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,IXE,23-09-2025 19:55,,40,23-09-2025 19:00,BOM,23-09-2025 18:20,VS8574,India,India,18,19,TRUE,FALSE,40,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,IXE,23-09-2025 19:55,,40,23-09-2025 19:00,BOM,23-09-2025 18:20,6E6549,India,India,18,19,TRUE,FALSE,40,Domestic,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,GOI,23-09-2025 19:40,,,23-09-2025 18:25,BOM,23-09-2025 18:25,AI9533,India,India,18,19,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,IX,Air India Express,,,,GOI,23-09-2025 19:40,,,23-09-2025 18:25,BOM,23-09-2025 18:25,IX1243,India,India,18,19,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,AMD,23-09-2025 19:45,,,23-09-2025 18:25,BOM,23-09-2025 18:25,VS8478,India,India,18,19,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,AMD,23-09-2025 19:45,,,23-09-2025 18:25,BOM,23-09-2025 18:25,6E5254,India,India,18,19,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,SQ,Singapore Airlines,,,,DEL,23-09-2025 20:50,,,23-09-2025 18:30,BOM,23-09-2025 18:30,SQ4866,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,DEL,23-09-2025 20:50,,,23-09-2025 18:30,BOM,23-09-2025 18:30,AI2996,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,MAA,23-09-2025 20:55,,,23-09-2025 18:40,BOM,23-09-2025 18:40,AI435,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,IDR,23-09-2025 20:05,,,23-09-2025 18:40,BOM,23-09-2025 18:40,VS8565,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,IDR,23-09-2025 20:05,,,23-09-2025 18:40,BOM,23-09-2025 18:40,6E551,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,CCU,23-09-2025 21:35,,,23-09-2025 18:45,BOM,23-09-2025 18:45,AI2411,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,AMD,23-09-2025 20:05,,,23-09-2025 18:45,BOM,23-09-2025 18:45,AI2493,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,TK,Turkish Airlines,,,,ATQ,23-09-2025 21:00,,,23-09-2025 18:45,BOM,23-09-2025 18:45,TK4698,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,ATQ,23-09-2025 21:00,,,23-09-2025 18:45,BOM,23-09-2025 18:45,VS8482,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,ATQ,23-09-2025 21:00,,,23-09-2025 18:45,BOM,23-09-2025 18:45,6.00E+272,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,PAT,23-09-2025 21:15,,,23-09-2025 18:40,BOM,23-09-2025 18:45,VS8601,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,PAT,23-09-2025 21:15,,,23-09-2025 18:40,BOM,23-09-2025 18:45,6E5123,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,BLR,23-09-2025 20:35,,,23-09-2025 18:50,BOM,23-09-2025 18:50,AI2641,India,India,18,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QP,Akasa Air,,,,RUH,23-09-2025 20:40,,,23-09-2025 18:50,BOM,23-09-2025 18:50,QP567,India,Saudi Arabia,18,20,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,ALA,24-09-2025 00:25,,,23-09-2025 18:50,BOM,23-09-2025 18:50,6E1817,India,Kazakhstan,18,0,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QP,Akasa Air,,,,CCU,23-09-2025 22:00,,,23-09-2025 18:55,BOM,23-09-2025 18:55,QP1140,India,India,18,22,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,LKO,23-09-2025 21:05,,,23-09-2025 18:55,BOM,23-09-2025 18:55,VS8583,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,LKO,23-09-2025 21:05,,,23-09-2025 18:55,BOM,23-09-2025 18:55,6E544,India,India,18,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AF,Air France,,,,DEL,23-09-2025 21:15,,,23-09-2025 18:55,BOM,23-09-2025 19:00,AF3353,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,JL,Jet Linx Aviation,,,,DEL,23-09-2025 21:15,,,23-09-2025 18:55,BOM,23-09-2025 19:00,JL9274,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QF,Qantas,,,,DEL,23-09-2025 21:15,,,23-09-2025 18:55,BOM,23-09-2025 19:00,QF5296,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,VS,Virgin Atlantic,,,,DEL,23-09-2025 21:15,,,23-09-2025 18:55,BOM,23-09-2025 19:00,VS8539,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,6E,IndiGo,,,,DEL,23-09-2025 21:15,,,23-09-2025 18:55,BOM,23-09-2025 19:00,6E6613,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,DEL,23-09-2025 21:15,,,23-09-2025 19:00,BOM,23-09-2025 19:00,AI2426,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,QP,Akasa Air,,,,DEL,23-09-2025 21:15,,,23-09-2025 19:00,BOM,23-09-2025 19:00,QP1120,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
active,departure,AI,Air India,,,,CJB,23-09-2025 20:55,,,23-09-2025 19:05,BOM,23-09-2025 19:05,AI2732,India,India,19,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,6E,IndiGo,,,,AUH,23-09-2025 21:05,,10,23-09-2025 19:25,BOM,23-09-2025 19:15,6E1401,India,United Arab Emirates,19,21,TRUE,FALSE,10,International,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,BA,British Airways,,,,BDQ,23-09-2025 20:25,,,23-09-2025 19:20,BOM,23-09-2025 19:20,BA7934,India,India,19,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,VS,Virgin Atlantic,,,,BDQ,23-09-2025 20:25,,,23-09-2025 19:20,BOM,23-09-2025 19:20,VS8486,India,India,19,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,6E,IndiGo,,,,BDQ,23-09-2025 20:25,,,23-09-2025 19:20,BOM,23-09-2025 19:20,6E618,India,India,19,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,6E,IndiGo,,,,IXU,23-09-2025 20:25,,,23-09-2025 19:20,BOM,23-09-2025 19:20,6E5027,India,India,19,20,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,AI,Air India,,,,DEL,23-09-2025 21:45,,,23-09-2025 19:25,BOM,23-09-2025 19:25,AI2408,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,VS,Virgin Atlantic,,,,VNS,23-09-2025 21:45,,,23-09-2025 19:25,BOM,23-09-2025 19:25,VS8610,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,6E,IndiGo,,,,VNS,23-09-2025 21:45,,,23-09-2025 19:25,BOM,23-09-2025 19:25,6E5028,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,EK,Emirates,,,,DXB,23-09-2025 21:05,,,23-09-2025 19:30,BOM,23-09-2025 19:30,EK503,India,United Arab Emirates,19,21,FALSE,FALSE,0,International,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,VS,Virgin Atlantic,,,,COK,23-09-2025 21:25,,,23-09-2025 19:25,BOM,23-09-2025 19:30,VS8518,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,6E,IndiGo,,,,COK,23-09-2025 21:25,,,23-09-2025 19:25,BOM,23-09-2025 19:30,6E635,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,JL,Jet Linx Aviation,,,,BLR,23-09-2025 21:30,,,23-09-2025 19:30,BOM,23-09-2025 19:35,JL8460,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
scheduled,departure,QF,Qantas,,,,BLR,23-09-2025 21:30,,,23-09-2025 19:30,BOM,23-09-2025 19:35,QF5054,India,India,19,21,FALSE,FALSE,0,Domestic,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
