status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber
unknown,arrival,VS,Virgin Atlantic,,,,BOM,2025-09-23T12:05:00.000,,,2025-09-23T08:58:00.000,CCU,2025-09-23T09:10:00.000,VS8631
unknown,arrival,6E,IndiGo,,,,BOM,2025-09-23T12:05:00.000,,,2025-09-23T08:58:00.000,CCU,2025-09-23T09:10:00.000,6E5297
landed,arrival,AI,Air India,2025-09-23T11:27:00.000,,2025-09-23T11:28:00.000,BOM,2025-09-23T12:10:00.000,2025-09-23T10:02:00.000,,2025-09-23T09:48:00.000,JAI,2025-09-23T10:05:00.000,AI9717
landed,arrival,IX,Air India Express,2025-09-23T11:27:00.000,,2025-09-23T11:28:00.000,BOM,2025-09-23T12:10:00.000,2025-09-23T10:02:00.000,,2025-09-23T09:48:00.000,JAI,2025-09-23T10:05:00.000,IX1071
landed,arrival,QP,Akasa Air,2025-09-23T11:47:00.000,,2025-09-23T11:47:00.000,BOM,2025-09-23T12:10:00.000,2025-09-23T09:59:00.000,5.0,2025-09-23T09:55:00.000,VNS,2025-09-23T09:55:00.000,QP1492
landed,arrival,QP,Akasa Air,2025-09-23T12:04:00.000,,2025-09-23T12:05:00.000,BOM,2025-09-23T12:15:00.000,2025-09-23T10:22:00.000,22.0,2025-09-23T10:00:00.000,DEL,2025-09-23T10:00:00.000,QP1411
landed,arrival,BA,British Airways,2025-09-23T11:45:00.000,,2025-09-23T11:44:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:10:00.000,5.0,2025-09-23T10:05:00.000,CJB,2025-09-23T10:05:00.000,BA7929
landed,arrival,VS,Virgin Atlantic,2025-09-23T11:45:00.000,,2025-09-23T11:44:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:10:00.000,5.0,2025-09-23T10:05:00.000,CJB,2025-09-23T10:05:00.000,VS8649
landed,arrival,6E,IndiGo,2025-09-23T11:45:00.000,,2025-09-23T11:44:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:10:00.000,5.0,2025-09-23T10:05:00.000,CJB,2025-09-23T10:05:00.000,6E5109
landed,arrival,JL,Jet Linx Aviation,2025-09-23T11:52:00.000,,2025-09-23T11:52:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:17:00.000,17.0,2025-09-23T10:00:00.000,DEL,2025-09-23T10:00:00.000,JL9259
landed,arrival,QF,Qantas,2025-09-23T11:52:00.000,,2025-09-23T11:52:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:17:00.000,17.0,2025-09-23T10:00:00.000,DEL,2025-09-23T10:00:00.000,QF5287
landed,arrival,VS,Virgin Atlantic,2025-09-23T11:52:00.000,,2025-09-23T11:52:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:17:00.000,17.0,2025-09-23T10:00:00.000,DEL,2025-09-23T10:00:00.000,VS8742
landed,arrival,6E,IndiGo,2025-09-23T11:52:00.000,,2025-09-23T11:52:00.000,BOM,2025-09-23T12:20:00.000,2025-09-23T10:17:00.000,17.0,2025-09-23T10:00:00.000,DEL,2025-09-23T10:00:00.000,6E6328
landed,arrival,BA,British Airways,2025-09-23T12:04:00.000,,2025-09-23T12:02:00.000,BOM,2025-09-23T12:25:00.000,2025-09-23T11:09:00.000,14.0,2025-09-23T10:55:00.000,AMD,2025-09-23T10:55:00.000,BA7985
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:04:00.000,,2025-09-23T12:02:00.000,BOM,2025-09-23T12:25:00.000,2025-09-23T11:09:00.000,14.0,2025-09-23T10:55:00.000,AMD,2025-09-23T10:55:00.000,VS8277
landed,arrival,6E,IndiGo,2025-09-23T12:04:00.000,,2025-09-23T12:02:00.000,BOM,2025-09-23T12:25:00.000,2025-09-23T11:09:00.000,14.0,2025-09-23T10:55:00.000,AMD,2025-09-23T10:55:00.000,6E6267
landed,arrival,LH,Lufthansa,2025-09-23T12:13:00.000,,2025-09-23T12:14:00.000,BOM,2025-09-23T12:30:00.000,2025-09-23T10:41:00.000,32.0,2025-09-23T10:10:00.000,COK,2025-09-23T10:10:00.000,LH5269
landed,arrival,LX,SWISS,2025-09-23T12:13:00.000,,2025-09-23T12:14:00.000,BOM,2025-09-23T12:30:00.000,2025-09-23T10:41:00.000,32.0,2025-09-23T10:10:00.000,COK,2025-09-23T10:10:00.000,LX9893
landed,arrival,AI,Air India,2025-09-23T12:13:00.000,,2025-09-23T12:14:00.000,BOM,2025-09-23T12:30:00.000,2025-09-23T10:41:00.000,32.0,2025-09-23T10:10:00.000,COK,2025-09-23T10:10:00.000,AI2640
landed,arrival,AI,Air India,2025-09-23T11:59:00.000,,2025-09-23T11:59:00.000,BOM,2025-09-23T12:35:00.000,2025-09-23T10:42:00.000,13.0,2025-09-23T10:30:00.000,BLR,2025-09-23T10:30:00.000,AI2852
landed,arrival,SQ,Singapore Airlines,2025-09-23T12:08:00.000,,2025-09-23T12:06:00.000,BOM,2025-09-23T12:35:00.000,2025-09-23T10:33:00.000,18.0,2025-09-23T10:08:00.000,DEL,2025-09-23T10:15:00.000,SQ4865
landed,arrival,AI,Air India,2025-09-23T12:08:00.000,,2025-09-23T12:06:00.000,BOM,2025-09-23T12:35:00.000,2025-09-23T10:33:00.000,18.0,2025-09-23T10:08:00.000,DEL,2025-09-23T10:15:00.000,AI2995
landed,arrival,EY,Etihad Airways,2025-09-23T12:22:00.000,,2025-09-23T12:20:00.000,BOM,2025-09-23T12:40:00.000,2025-09-23T08:05:00.000,16.0,2025-09-23T08:00:00.000,AUH,2025-09-23T07:50:00.000,EY202
landed,arrival,SG,SpiceJet,2025-09-23T12:23:00.000,,2025-09-23T12:20:00.000,BOM,2025-09-23T12:40:00.000,2025-09-23T10:13:00.000,23.0,2025-09-23T10:05:00.000,DBR,2025-09-23T09:50:00.000,SG116
